id,name,lat,long,type,adj_type
44574,Bar Pa I MÍ©s,42.507553,1.521359,gastronomy,gastronomy
11080,Restaurant El Refugi (Hotel Tropical),42.512886,1.551229,gastronomy,gastronomy
11468,Restaurant Hotel Soldeu Maistre,42.577215,1.666269,gastronomy,gastronomy
10822,Bar Restaurant VerÍ_n,42.466373,1.492545,gastronomy,gastronomy
11082,Restaurant El Refugi AlpÍ_,42.508964,1.529095,gastronomy,gastronomy
44575,Cafeteria Pastisseria Reina,42.507553,1.521359,gastronomy,gastronomy
11470,Restaurant El RacÍ_ dels Avets - Hotel St. Gothard,42.566297,1.490368,gastronomy,gastronomy
10824,Snack-Bar Wi-Fi CafÍÎ,42.507429,1.527518,gastronomy,gastronomy
11084,Restaurant El Prat del Roure,42.510882,1.535988,gastronomy,gastronomy
44580,Cafeteria Santa Gloria,42.5079,1.533591,gastronomy,gastronomy
11472,Restaurant Hotel SucarÍ_,42.574139,1.518471,gastronomy,gastronomy
10828,Bar Restaurant Xenius,42.469499,1.492939,gastronomy,gastronomy
44583,Cafeteria l'Spigata,42.50675,1.523319,gastronomy,gastronomy
11086,Restaurant Camp del Serrat,42.517434,1.568223,gastronomy,gastronomy
11474,Restaurant Hotel Univers,42.537026,1.582278,gastronomy,gastronomy
10830,Bar Stop Vermell,42.506067,1.528932,gastronomy,gastronomy
44584,Frankfurt del Toni,42.50658,1.517322,gastronomy,gastronomy
11088,Restaurant El Tall a Taula,42.507123,1.531254,gastronomy,gastronomy
11476,Restaurant Hotel Vall Ski,42.579773,1.659729,gastronomy,gastronomy
44585,Cafeteria La Botiga del TÍÎ,42.508151,1.522528,gastronomy,gastronomy
10832,Creperia l'Iguana,42.566654,1.599458,gastronomy,gastronomy
11090,Restaurant El Teatre del Vi,42.531777,1.698922,gastronomy,gastronomy
11480,Restaurant Hotel Xalet BringuÍ©,42.61982,1.540039,gastronomy,gastronomy
44587,Bar PortuguÍÎs,42.504408,1.514688,gastronomy,gastronomy
11092,Restaurant Els Flocs,42.539465,1.733442,gastronomy,gastronomy
10834,Restaurant La Taverna de la Iaia,42.576966,1.667457,gastronomy,gastronomy
44589,Bar Restaurant Espanyol,42.505026,1.514361,gastronomy,gastronomy
11484,Restaurant Kronos (Fenix Hotel),42.509553,1.539615,gastronomy,gastronomy
10836,Granja Cafeteria Trilogia,42.532559,1.576954,gastronomy,gastronomy
11094,Restaurant Hotel Roc de Caldes,42.510632,1.547141,gastronomy,gastronomy
44593,Bar 3R Temps,42.505457,1.516846,gastronomy,gastronomy
11486,Restaurant Hotel Rutllan,42.547378,1.513238,gastronomy,gastronomy
11096,Restaurant Els Planells,42.631681,1.500527,gastronomy,gastronomy
10838,Snack-Bar Vermell i Negre,42.5056,1.523682,gastronomy,gastronomy
44596,Cafeteria l'Elixir,42.50771,1.52371,gastronomy,gastronomy
11488,Restaurant La BohÍÎme,42.507864,1.523602,gastronomy,gastronomy
44598,Restaurant Pollastre RÍ_pid,42.504694,1.514824,gastronomy,gastronomy
11098,Restaurant Í_s Andorra (Andorra Park Hotel),42.50924,1.523066,gastronomy,gastronomy
10840,Restaurant Viena,42.495343,1.505299,gastronomy,gastronomy
11490,Restaurant La Borda Xica,42.544883,1.513736,gastronomy,gastronomy
11100,Restaurant La Cabana - Espiolets,42.578208,1.64619,gastronomy,gastronomy
44602,Hostel & Pub Barri Antic,42.506883,1.52099,gastronomy,gastronomy
10844,Frankfurt A On Anem,42.535595,1.582028,gastronomy,gastronomy
10408,Restaurant Abbasid DÍ_ner Kebab,42.508632,1.535267,gastronomy,gastronomy
44603,Cafeteria 42 Tu I Te,42.505773,1.528464,gastronomy,gastronomy
11492,Cafeteria La Brasserie,42.508378,1.527057,gastronomy,gastronomy
11102,Restaurant Eureka,42.508726,1.540189,gastronomy,gastronomy
10846,CaffÍÎ Di Fiore,42.508633,1.535859,gastronomy,gastronomy
10412,Bar AquÍ_ T'espero,42.511726,1.540594,gastronomy,gastronomy
11494,Restaurant La Braza,42.540892,1.733753,gastronomy,gastronomy
10414,Bar Arbre de Gel,42.534599,1.587085,gastronomy,gastronomy
11104,Restaurant Eximi,42.508054,1.522881,gastronomy,gastronomy
10416,Bar Armada,42.5049,1.514727,gastronomy,gastronomy
44607,Restaurant La Taverna d'Ali,42.506881,1.529877,gastronomy,gastronomy
11498,Restaurant La Caleta,42.577226,1.665361,gastronomy,gastronomy
10848,Bar Pulka,42.531777,1.698922,gastronomy,gastronomy
11106,Restaurant Fontanella (Hotel Exe Prisma),42.510522,1.539052,gastronomy,gastronomy
44608,Cafeteria Cigne & Delicious,42.463992,1.506151,gastronomy,gastronomy
11500,Restaurant La Cantina dels Racons,42.562469,1.590292,gastronomy,gastronomy
10850,Restaurant Borda de Conangle,42.441131,1.500406,gastronomy,gastronomy
44611,Bar Salta Lalinda,42.504536,1.514701,gastronomy,gastronomy
10420,Bar Restaurant El fill d'AstÍÎrix,42.542939,1.731902,gastronomy,gastronomy
11502,Pizzeria La Capricciosa,42.542459,1.517305,gastronomy,gastronomy
44612,Bar Ranxo Apart,42.503497,1.513575,gastronomy,gastronomy
11110,Restaurant El Grill (Hotel Novotel),42.507603,1.527379,gastronomy,gastronomy
10852,Restaurant Borda de les Pubilles,42.46258,1.50197,gastronomy,gastronomy
10424,Bar del Centre,42.465253,1.490756,gastronomy,gastronomy
11504,Restaurant La Cava Ronaldo,42.508355,1.52195,gastronomy,gastronomy
44616,Bar Els Barrers,42.496677,1.498109,gastronomy,gastronomy
11112,Restaurant Helios (Hotel Delfos),42.508141,1.538451,gastronomy,gastronomy
10854,Restaurant Borda del Rector,42.582664,1.662712,gastronomy,gastronomy
11506,Restaurant La Coma Snowfood,42.629059,1.497882,gastronomy,gastronomy
44618,Restaurant El Burg,42.50457,1.51511,gastronomy,gastronomy
10426,Bar del Parc,42.534603,1.578662,gastronomy,gastronomy
11114,Restaurant Hong Kong,42.508889,1.536718,gastronomy,gastronomy
10430,Bar Jamaica,42.495736,1.499248,gastronomy,gastronomy
10856,Restaurant Borda del Tremat,42.534481,1.583163,gastronomy,gastronomy
11508,Restaurant La CÍ_pula (Hotel Plaza),42.506836,1.532335,gastronomy,gastronomy
44626,Bar Segura de la Serra,42.50557,1.514631,gastronomy,gastronomy
10858,Restaurant Borda d'Erts,42.561817,1.496243,gastronomy,gastronomy
44628,Bar Tam Tam,42.504201,1.515057,gastronomy,gastronomy
11510,Restaurant La Dama Blanca (Hotel Andorra Center),42.507681,1.520456,gastronomy,gastronomy
10432,Restaurant L'Estela,42.505165,1.51842,gastronomy,gastronomy
44637,Cafeteria Andorra 2000,42.506073,1.529479,gastronomy,gastronomy
10860,Restaurant Borda Estevet,42.503297,1.519555,gastronomy,gastronomy
11118,Restaurant Hotel Antic,42.58032,1.518885,gastronomy,gastronomy
11512,Restaurant La Dama del Llac,42.52187,1.570423,gastronomy,gastronomy
10434,Bar Restaurant Pic Nic,42.49225,1.496713,gastronomy,gastronomy
44648,Cafeteria La Yoghourteria by Danone,42.508948,1.534742,gastronomy,gastronomy
11120,Restaurant Hotel Arans,42.582182,1.518978,gastronomy,gastronomy
10436,Restaurant TrÍÎvol Verd,42.499751,1.508866,gastronomy,gastronomy
11514,Restaurant La Font d'Arans,42.58232,1.519289,gastronomy,gastronomy
10862,Restaurant Borda l'Arena,42.47751,1.472608,gastronomy,gastronomy
44652,Restaurant Sol i Neu Club Hermitage,42.575867,1.669719,gastronomy,gastronomy
11122,Restaurant Hotel Babot,42.555038,1.540418,gastronomy,gastronomy
11516,Restaurant La Graella,42.541975,1.733769,gastronomy,gastronomy
10438,Restaurant Pontones,42.496096,1.502635,gastronomy,gastronomy
10864,Restaurant Borda l'Era del Rossell,42.553602,1.590453,gastronomy,gastronomy
44653,Restaurant Cal Bonavida,42.566501,1.600053,gastronomy,gastronomy
11124,Restaurant Hotel BringuÍ©,42.618723,1.539245,gastronomy,gastronomy
11518,Restaurant La Llum d'Oli,42.569071,1.488556,gastronomy,gastronomy
10442,Bar Versalles,42.508119,1.521652,gastronomy,gastronomy
44655,Restaurant El Rebost El Coll de la Botella,42.536523,1.49163,gastronomy,gastronomy
11520,Restaurant La Marmita,42.531777,1.698922,gastronomy,gastronomy
10444,Bar VilarÍ_ II,42.593373,1.525549,gastronomy,gastronomy
11126,Restaurant Hotel Catalunya,42.541829,1.733308,gastronomy,gastronomy
44657,Restaurant La Taula dels Amics,42.565872,1.598074,gastronomy,gastronomy
11522,Restaurant Pizzeria La Mosquera,42.536501,1.583169,gastronomy,gastronomy
10446,Bar Benlloch 36,42.506607,1.518479,gastronomy,gastronomy
11128,Restaurant Celler d'en Toni,42.507117,1.531842,gastronomy,gastronomy
10448,Bar Bocateria Os d'or,42.506445,1.530624,gastronomy,gastronomy
11130,Restaurant Hotel Central,42.542916,1.733683,gastronomy,gastronomy
11524,Restaurant l'Ensegur,42.599679,1.531616,gastronomy,gastronomy
44658,Restaurant La Coma,42.579602,1.659126,gastronomy,gastronomy
10872,Restaurant La Llar de l'ArtesÍ_ - Borda Popaire,42.559522,1.685831,gastronomy,gastronomy
44659,Restaurant Hotel Llop Gris,42.578119,1.648361,gastronomy,gastronomy
11526,Restaurant La Nova Forquilla,42.507793,1.53594,gastronomy,gastronomy
10450,Snack-Bar Eurocenter,42.46629,1.491745,gastronomy,gastronomy
10874,Restaurant Borda Raubert,42.559281,1.503268,gastronomy,gastronomy
11134,Restaurant Hotel Cims Pas,42.542347,1.734306,gastronomy,gastronomy
11532,Restaurant La Palmera de la Neu,42.576897,1.667068,gastronomy,gastronomy
44660,Restaurant Alberg Borda Jovell,42.536143,1.516434,gastronomy,gastronomy
10876,Restaurant Borda Vella,42.534888,1.579188,gastronomy,gastronomy
11136,Restaurant Hotel Coma,42.555887,1.535333,gastronomy,gastronomy
11534,Restaurant La Piazza Txindoki,42.507587,1.53144,gastronomy,gastronomy
44662,Restaurant Manacor Grill,42.579005,1.641378,gastronomy,gastronomy
10878,Restaurant La Borda de l'Avi,42.551515,1.510363,gastronomy,gastronomy
11138,Restaurant Hotel Coma-Bella,42.446503,1.494613,gastronomy,gastronomy
11536,Restaurant La Piazza II,42.507562,1.531456,gastronomy,gastronomy
44665,Restaurant Capriccioso,42.534772,1.53382,gastronomy,gastronomy
10880,Cafeteria 1978 CafÍÎ,42.508691,1.54068,gastronomy,gastronomy
11140,Restaurant Confort,42.542145,1.732342,gastronomy,gastronomy
44667,Restaurant La Cort de Popaire,42.577401,1.666639,gastronomy,gastronomy
11538,Restaurant La Pinosa,42.507777,1.534277,gastronomy,gastronomy
10882,Cafeteria Andorra Center,42.507671,1.520488,gastronomy,gastronomy
11142,Restaurant Co-PrÍ_nceps,42.468223,1.49339,gastronomy,gastronomy
44676,Restaurant Merlot,42.577587,1.665186,gastronomy,gastronomy
11540,Restaurant Pizzeria La Plazzeta,42.508477,1.536839,gastronomy,gastronomy
10886,Cafeteria Rialb,42.61851,1.538966,gastronomy,gastronomy
44701,Restaurant Hotel Espel,42.51061,1.54204,gastronomy,gastronomy
11144,Restaurant Hotel Coray,42.535188,1.584949,gastronomy,gastronomy
11542,Restaurant La Relliscada,42.565852,1.597959,gastronomy,gastronomy
10888,Cafeteria Art i Pa,42.507081,1.519077,gastronomy,gastronomy
44703,Restaurant Andburger Zero,42.509106,1.537873,gastronomy,gastronomy
11146,Restaurant Hotel de Les Neus,42.543192,1.734177,gastronomy,gastronomy
10890,Cafeteria Art i Pa SL II,42.507079,1.530951,gastronomy,gastronomy
44711,Restaurant El Serch,42.512199,1.535392,gastronomy,gastronomy
11148,Restaurant Hotel Font d'Argent,42.541736,1.731999,gastronomy,gastronomy
44712,Restaurant Hotel Panorama,42.50778,1.540967,gastronomy,gastronomy
11546,Restaurant La Sangria,42.551958,1.590224,gastronomy,gastronomy
10892,CafÍÎ de la RepÍ_blica,42.544877,1.523793,gastronomy,gastronomy
11150,Restaurant Les Closes,42.508663,1.536895,gastronomy,gastronomy
44735,Restaurant Nogreda,42.500946,1.519072,gastronomy,gastronomy
10898,CafÍ© Principal,42.462966,1.490962,gastronomy,gastronomy
11152,Restaurant Hotel Panda,42.543394,1.733372,gastronomy,gastronomy
44746,Restaurant Bar Nou,42.509705,1.531118,gastronomy,gastronomy
11548,Restaurant La Tagliatella,42.508647,1.537131,gastronomy,gastronomy
10900,Cafeteria Self-Service CCA,42.508282,1.530308,gastronomy,gastronomy
44748,Restaurant IÍ_ (Centre Wellness InÍ_u),42.51127,1.537525,gastronomy,gastronomy
11155,Restaurant Hotel SÍ_lvia d'Or,42.50858,1.527969,gastronomy,gastronomy
11550,Restaurant La Tapad'era,42.508117,1.538435,gastronomy,gastronomy
44749,Restaurant Oxalis,41.953669,2.639749,gastronomy,gastronomy
11156,Restaurant Hotel Sant Eloi,42.458155,1.487768,gastronomy,gastronomy
10908,Bar l'AutomÍ_bil (Hotel Tropical),42.512483,1.550789,gastronomy,gastronomy
11552,Restaurant La Taverna del Pa amb TomÍ_quet,42.508679,1.539105,gastronomy,gastronomy
44758,Restaurant Hotel Sant Jordi,42.506434,1.518407,gastronomy,gastronomy
10910,Cafeteria Restaurant Marticella,42.508426,1.533666,gastronomy,gastronomy
11160,Restaurant Hotel Sporting,42.541714,1.733775,gastronomy,gastronomy
44759,Restaurant Font del Puial,42.506747,1.517038,gastronomy,gastronomy
11554,Restaurant La Taverna d'Excalibur,42.508742,1.54021,gastronomy,gastronomy
10914,Cafeteria Coll Blanc,42.533856,1.720304,gastronomy,gastronomy
11164,Restaurant Cheese's Art,42.508647,1.537979,gastronomy,gastronomy
44760,Restaurant Pizzeria Angelo & Friends,42.507336,1.533083,gastronomy,gastronomy
11556,Restaurant La Torrada,42.553063,1.487925,gastronomy,gastronomy
10916,Cafeteria Croissant Express,42.541734,1.732868,gastronomy,gastronomy
44761,Restaurant La Brasa d'en Josep,42.494074,1.499897,gastronomy,gastronomy
11166,Restaurant La Cirera,42.534597,1.587114,gastronomy,gastronomy
11558,Restaurant La Vaqueria,42.531777,1.698922,gastronomy,gastronomy
10918,Granja Diva,42.50995,1.531635,gastronomy,gastronomy
44769,Restaurant La Adelita Taqueria Cantina Mexicana,42.507764,1.52194,gastronomy,gastronomy
11168,Restaurant La Copa,42.541819,1.731825,gastronomy,gastronomy
11560,Restaurant L'Abarset,42.579031,1.649518,gastronomy,gastronomy
44771,Restaurant MÍ©s Bo,42.509972,1.531451,gastronomy,gastronomy
10920,Cafeteria DolÍ_ i Salat,42.510514,1.541085,gastronomy,gastronomy
11170,Restaurant La Cuina d'en Marvic,42.508691,1.54057,gastronomy,gastronomy
11562,Restaurant L'AigÍ_eta,42.505191,1.525394,gastronomy,gastronomy
44772,Restaurant Aparthotel Font Verd,42.507347,1.530704,gastronomy,gastronomy
10922,Restaurant l'Arrosseria 2,42.555637,1.533433,gastronomy,gastronomy
11172,Restaurant La Di Roma,42.540924,1.733651,gastronomy,gastronomy
11564,Restaurant L'Arrosseria,42.507168,1.521413,gastronomy,gastronomy
44773,Restaurant L'Aquari,42.500273,1.517553,gastronomy,gastronomy
10924,Cafeteria El RacÍ_ del Xurro,42.507018,1.528655,gastronomy,gastronomy
11174,Restaurant La Malagueta,42.542084,1.73165,gastronomy,gastronomy
44942,Restaurant Vietnam Gourmet,42.506615,1.530659,gastronomy,gastronomy
11568,Restaurant L'EntrecÍ‰te,42.509248,1.539443,gastronomy,gastronomy
10926,Pastisseria El Tortell III,42.50735,1.531788,gastronomy,gastronomy
11176,Restaurant La Raclette,42.541789,1.73223,gastronomy,gastronomy
44943,Restaurant Coma,42.506925,1.520784,gastronomy,gastronomy
11570,Restaurant L'Era d'en Jaume,42.596366,1.526912,gastronomy,gastronomy
11178,Restaurant La Taverna Italiana,42.508691,1.54006,gastronomy,gastronomy
45445,Granja Restaurant L'EstaciÍ_,42.505593,1.527784,gastronomy,gastronomy
11572,Restaurant L'Ermita,42.553883,1.590266,gastronomy,gastronomy
11182,Restaurant La Toscana (Hotel Tropical),42.512886,1.551229,gastronomy,gastronomy
45642,Bon Dia CafÍ© TemÍ_tic,42.508389,1.521566,gastronomy,gastronomy
45772,Ciber CafÍÎ Selenites,42.508714,1.521395,gastronomy,gastronomy
11184,Restaurant L'Enoteca,42.510031,1.539752,gastronomy,gastronomy
11576,Restaurant Les Fargues,42.563167,1.526764,gastronomy,gastronomy
45783,Restaurant Nostrum S.L.,42.506762,1.530468,gastronomy,gastronomy
11186,Restaurant Les Barques,42.508527,1.535892,gastronomy,gastronomy
11580,Bar l'Estadi,42.502415,1.514611,gastronomy,gastronomy
45818,Restaurant Andorra Doner Kebab,42.50678,1.528792,gastronomy,gastronomy
11188,Restaurant McDonald's,42.507979,1.524892,gastronomy,gastronomy
11582,Borda Eulari,42.534937,1.524735,gastronomy,gastronomy
45831,Restaurant La terrassa del SolÍ_,42.566261,1.598771,gastronomy,gastronomy
46075,Frankfurt Callaueta,42.506326,1.529112,gastronomy,gastronomy
11192,Restaurant Nou Vertical,42.556628,1.533637,gastronomy,gastronomy
11584,Restaurant L'Hort de Casa,42.561838,1.496402,gastronomy,gastronomy
46078,Restaurant Viena Escaldes,42.508743,1.53602,gastronomy,gastronomy
11194,Restaurant Pizzeria Magna,42.508125,1.529127,gastronomy,gastronomy
11586,Restaurant L'Hortell,42.631851,1.499709,gastronomy,gastronomy
46420,Vodka Bar,42.531712,1.698895,gastronomy,gastronomy
11196,Restaurant Pizzeria Primavera,42.507026,1.529996,gastronomy,gastronomy
11588,Restaurant Llac i Cel,42.521617,1.571345,gastronomy,gastronomy
46683,Restaurant El Kilombo,42.506245,1.518115,gastronomy,gastronomy
11198,Restaurant Pizzeria Uruguaia,42.462984,1.491147,gastronomy,gastronomy
11590,Restaurant L'Ovella,42.533848,1.587986,gastronomy,gastronomy
46938,Cafeteria La Caseta de xocolata,42.508748,1.53999,gastronomy,gastronomy
47038,Borda Casa Vella PalÍ©s,42.543661,1.523312,gastronomy,gastronomy
11200,Restaurant Pizzeria VenÍÎcia,42.462614,1.491177,gastronomy,gastronomy
11592,Restaurant Ca la Lydia,42.544467,1.47836,gastronomy,gastronomy
11594,Restaurant Mallador del Guillem,42.535706,1.583233,gastronomy,gastronomy
11202,Restaurant Plat'in,42.507485,1.531799,gastronomy,gastronomy
68114,Cafeteria CafÍ© Cal Pepo,42.512816,1.534898,gastronomy,gastronomy
11596,Restaurant Mama MarÍ_a,42.50807,1.524965,gastronomy,gastronomy
11204,Restaurant PlatÍ_,42.507097,1.526434,gastronomy,gastronomy
68128,Cafeteria Hotel Naudi,42.576831,1.666104,gastronomy,gastronomy
78492,Piscolabis,42.508594,1.530707,gastronomy,gastronomy
11598,Restaurant Cal Marquet - La Viniteca,42.508632,1.535267,gastronomy,gastronomy
78502,Trattoria Il Figaro,42.507988,1.522233,gastronomy,gastronomy
11206,Restaurant Quo Vadis,42.573337,1.483382,gastronomy,gastronomy
11600,Restaurant Marquet Gourmeterie,42.509082,1.539717,gastronomy,gastronomy
93353,Restaurant Udon Andorra,42.508123,1.534116,gastronomy,gastronomy
11208,Restaurant RacÍ_ d'en Josep,42.505306,1.519831,gastronomy,gastronomy
11602,Restaurant Memfis (Hotel Delfos),42.508082,1.538413,gastronomy,gastronomy
135147,Restaurant El Raco Burgues,42.555655,1.533073,gastronomy,gastronomy
11210,Restaurant RÍ_pid Pasta,42.539198,1.733319,gastronomy,gastronomy
136258,Aspen,42.576869,1.666837,gastronomy,gastronomy
11606,Restaurant Minim's,42.5072,1.520759,gastronomy,gastronomy
11214,Restaurant Reial Pirineus,42.542141,1.730958,gastronomy,gastronomy
136260,Bar 4 i Tres,42.505492,1.528386,gastronomy,gastronomy
11216,Restaurant Sport Hotel Village,42.576132,1.669034,gastronomy,gastronomy
136262,Buda Espai Andorra,42.50052,1.512471,gastronomy,gastronomy
11610,Restaurant El MolÍ_ de la PlaÍ_a,42.572597,1.483995,gastronomy,gastronomy
11218,Restaurant 120,42.50845,1.53343,gastronomy,gastronomy
136371,CafÍÎ Goa,42.54258,1.517299,gastronomy,gastronomy
11612,Restaurant MolÍ_ del Peano,42.567835,1.602384,gastronomy,gastronomy
136387,Cerveseria L'Abadia,42.508078,1.521907,gastronomy,gastronomy
11220,Restaurant 1940 - Hotel PyrÍ©nÍ©es,42.507414,1.519675,gastronomy,gastronomy
11614,Restaurant MolÍ_ dels Fanals,42.533315,1.516312,gastronomy,gastronomy
136393,Blue Night,42.505466,1.528459,gastronomy,gastronomy
11224,Restaurant Hotel Abba Xalet Suites,42.532591,1.518441,gastronomy,gastronomy
136395,Cerveseria Ibeer,42.54193,1.731749,gastronomy,gastronomy
11226,Restaurant Piolets & Spa,42.577639,1.663914,gastronomy,gastronomy
136410,Cisco's,42.572725,1.48397,gastronomy,gastronomy
11618,Restaurant Origen,42.575617,1.670887,gastronomy,gastronomy
11228,Restaurant Al Solet d'ItÍ_lia,42.508228,1.535514,gastronomy,gastronomy
136423,Discoteca Bilboard,42.541532,1.732034,gastronomy,gastronomy
11620,Restaurant Oriol,42.509193,1.53977,gastronomy,gastronomy
11232,Restaurant Pizzeria Angelo,42.50773,1.534261,gastronomy,gastronomy
136425,Discoteca 4ever,42.505565,1.519458,gastronomy,gastronomy
11622,Restaurant Pampa,42.578165,1.479391,gastronomy,gastronomy
136795,El Teu Espai Cocktail,42.508429,1.521231,gastronomy,gastronomy
11234,Restaurant ArlequÍ_ Pizza,42.565819,1.597529,gastronomy,gastronomy
11624,Restaurant Papanico,42.50758,1.521521,gastronomy,gastronomy
136799,El Rana Bar,42.506484,1.53125,gastronomy,gastronomy
11236,Restaurant Arrels,42.575878,1.670183,gastronomy,gastronomy
11626,Restaurant Parador Santa Coloma,42.493547,1.497821,gastronomy,gastronomy
136800,El meu raconet,42.511785,1.540449,gastronomy,gastronomy
11238,Restaurant Arrosseria Pi de Migdia,42.578441,1.645994,gastronomy,gastronomy
136802,L'Albert Rabassut,42.577055,1.667309,gastronomy,gastronomy
11240,Restaurant Hotel i Termes Carlemany,42.509211,1.544384,gastronomy,gastronomy
11630,Restaurant Piolets Park & Spa,42.577592,1.664042,gastronomy,gastronomy
136804,Festa Andorra,42.50456,1.522194,gastronomy,gastronomy
11242,Restaurant BambÍ_ (Hotel Palarine),42.561501,1.497488,gastronomy,gastronomy
11634,Restaurant Pizzeria Angelo,42.545089,1.515073,gastronomy,gastronomy
11244,Restaurant BellpÍ_,42.503825,1.514091,gastronomy,gastronomy
136808,La Birreria,42.507352,1.521513,gastronomy,gastronomy
11636,Restaurant Pizzeria Angelo,42.46939,1.492588,gastronomy,gastronomy
11246,Restaurant Benito,42.533133,1.579092,gastronomy,gastronomy
11640,Restaurant Pizzeria Casa Teva,42.500334,1.508026,gastronomy,gastronomy
136824,LuxÍ_ria CafÍ© Teatre,42.506812,1.52096,gastronomy,gastronomy
11250,Restaurant La Cuina d'en Joan,42.546755,1.514053,gastronomy,gastronomy
136826,MÍ_n Bohemi,42.545876,1.516945,gastronomy,gastronomy
11642,Restaurant Pizzeria Coll d'Ordino,42.554074,1.533532,gastronomy,gastronomy
11252,Restaurant Bonet,42.545523,1.476452,gastronomy,gastronomy
136829,Milwaukee Pub,42.542117,1.731629,gastronomy,gastronomy
11644,Restaurant Pizzeria La Cantina,42.508206,1.521596,gastronomy,gastronomy
136830,Pikolo,42.505092,1.527491,gastronomy,gastronomy
11254,Restaurant Borda de l'HortÍ_,42.579012,1.639429,gastronomy,gastronomy
11646,Restaurant Pizzeria La Mossegada,42.508964,1.529149,gastronomy,gastronomy
136836,Pub Xaloc,42.55668,1.533647,gastronomy,gastronomy
11256,Restaurant Buda Espai Andorra,42.500556,1.512659,gastronomy,gastronomy
136837,Pub Sensenom Rock,42.509355,1.530477,gastronomy,gastronomy
11652,Restaurant RÍ_stic Chic,42.507906,1.534272,gastronomy,gastronomy
136840,Pub Sagardotegi Herri,42.577837,1.479807,gastronomy,gastronomy
11258,Restaurant Bufet La Caubella,42.536523,1.49163,gastronomy,gastronomy
136841,Pub Polaris,42.507852,1.534425,gastronomy,gastronomy
11654,Restaurant Sagardotegui,42.573826,1.482883,gastronomy,gastronomy
11260,Restaurant Ski Plaza,42.565811,1.59739,gastronomy,gastronomy
136843,Pub La Gruta,42.509416,1.54061,gastronomy,gastronomy
11658,Restaurant Sancho - Panza,42.468012,1.493546,gastronomy,gastronomy
11262,Restaurant Ca la Conxita,42.508792,1.522307,gastronomy,gastronomy
136844,Pub Indiana,42.509482,1.545392,gastronomy,gastronomy
11660,Restaurant Self-Service Arinsal,42.534615,1.471653,gastronomy,gastronomy
11264,Restaurant Ca la Padrina Carmen,42.5675,1.601269,gastronomy,gastronomy
136845,Pub Iceberg,42.576735,1.667669,gastronomy,gastronomy
11664,Restaurant Self-Service Punt de Trobada,42.448035,1.481756,gastronomy,gastronomy
136852,Popaire&Pussycat Disco,42.577377,1.666612,gastronomy,gastronomy
11266,Restaurant Indalo,42.509952,1.531574,gastronomy,gastronomy
11666,Restaurant Serradells,42.499828,1.518549,gastronomy,gastronomy
11268,Restaurant CafÍÎ la ResidÍÎncia,42.543161,1.731833,gastronomy,gastronomy
136853,Pub Corinthia,42.508232,1.535431,gastronomy,gastronomy
11670,Restaurant Siracusa (Hotel Siracusa),42.509079,1.543323,gastronomy,gastronomy
136854,Quo Vadis Pub,42.573337,1.483382,gastronomy,gastronomy
11270,Restaurant Pizzeria Cal LulÍ_,42.565819,1.597009,gastronomy,gastronomy
136855,Shusski Bar,42.533795,1.580304,gastronomy,gastronomy
11672,Restaurant Sol i Neu Fast Food,42.576205,1.667928,gastronomy,gastronomy
11272,Restaurant Cal PadrÍ_,42.541852,1.732195,gastronomy,gastronomy
136856,Tabola Club,42.54524,1.516027,gastronomy,gastronomy
11674,Restaurant Steak House - Gall de Bosc,42.577213,1.647906,gastronomy,gastronomy
11274,Restaurant Cal Silvino,42.545994,1.517057,gastronomy,gastronomy
136857,Surf Pizza,42.572417,1.483031,gastronomy,gastronomy
11678,Restaurant TatÍ_,42.505191,1.525372,gastronomy,gastronomy
11276,Restaurant K l'Irina,42.506963,1.528661,gastronomy,gastronomy
136860,The Camden,42.509327,1.53667,gastronomy,gastronomy
11680,Restaurant Taverna Angel Belmonte,42.507421,1.530812,gastronomy,gastronomy
11280,Restaurant Cal Tonet,42.573097,1.518705,gastronomy,gastronomy
136861,Temple Bar,42.507753,1.535302,gastronomy,gastronomy
136879,Irish Pub (Hotel MÍ_gic),42.546913,1.515546,gastronomy,gastronomy
11682,Restaurant Taverna Comapedrosa,42.571924,1.483629,gastronomy,gastronomy
11282,Restaurant Caliu d'en Josep,42.536398,1.582723,gastronomy,gastronomy
136880,Sport Commencal,42.561628,1.496823,gastronomy,gastronomy
136882,Derby Irish Pub,42.571894,1.484565,gastronomy,gastronomy
11284,Restaurant CÍ_mping Borda Ansalonga,42.568289,1.521907,gastronomy,gastronomy
11684,Restaurant Taverna d'en Mallol,42.50701,1.531788,gastronomy,gastronomy
136883,La Tasca (Hotel Arinsal),42.573648,1.482994,gastronomy,gastronomy
136884,Pub Cheers,42.542486,1.517196,gastronomy,gastronomy
136888,Fill de Tapa,42.469495,1.493154,gastronomy,gastronomy
11286,Restaurant Can Benet,42.507261,1.520496,gastronomy,gastronomy
11686,Restaurant Tic Tapa,42.508367,1.535897,gastronomy,gastronomy
136895,Croma,42.541555,1.731497,gastronomy,gastronomy
11288,Restaurant Can Fontcuberta,42.536387,1.58369,gastronomy,gastronomy
136897,Video Pub Kyu,42.540671,1.731324,gastronomy,gastronomy
136898,Nemo (Hotel Llop Gris),42.578106,1.648428,gastronomy,gastronomy
136902,La Nau Blava,42.506026,1.532211,gastronomy,gastronomy
11690,Restaurant Topic,42.556511,1.534575,gastronomy,gastronomy
