id,name,lat,long
131746,Centre de Congressos d'Andorra la Vella,42.507019,1.522528
37111,BasÌ_lica Santuari de Meritxell,42.554748,1.590551
10016,EsglÌ©sia de Sant Jaume d'Engordany,42.513035,1.539923
10026,Oratori de la Mare de DÌ©u de l'Ecologia,42.528797,1.587937
10038,EsglÌ©sia de Sant Jaume dels Cortals,42.534329,1.603205
10050,Oratori de les Bons,42.538428,1.588119
7999,Centre Cultural i de Congressos LaurediÌÊ,42.465117,1.490817
8001,Centre Cultural La Llacuna,42.50855,1.521904
71544,Teatre de les Fontetes,42.546634,1.514526
71551,Auditori Nacional d'Andorra,42.556877,1.534552
10078,Creu de Meritxell,42.557655,1.592103
10098,EsglÌ©sia de Sant Andreu del Prat del Campanar,42.575426,1.481692
10106,Pont d'Ordino,42.608739,1.537553
13456,Capella de Sant Andreu,42.510347,1.530714
10094,EsglÌ©sia de Sant Andreu d'Arinsal,42.572143,1.484004
10056,EsglÌ©sia de Sant Ermengol,42.543556,1.522553
9992,EsglÌ©sia de Sant Esteve de Bixessarri,42.48307,1.458495
10058,EsglÌ©sia de Sant Iscle i Santa VictÌ_ria,42.545009,1.51414
10036,EsglÌ©sia de Sant Joan de Sispony,42.533626,1.51595
9978,EsglÌ©sia de Sant JuliÌÊ i Sant GermÌÊ,42.46377,1.490972
10032,EsglÌ©sia de Sant Marc i Santa Maria,42.532982,1.572018
9990,EsglÌ©sia de Sant MartÌ_ de Nagol,42.47493,1.493506
10048,EsglÌ©sia de Sant Miquel de la Mosquera,42.535193,1.581777
10080,EsglÌ©sia de Sant Miquel de Prats,42.560377,1.59396
10052,EsglÌ©sia de Sant RomÌÊ de les Bons,42.538899,1.587053
10028,EsglÌ©sia de Sant RomÌÊ de Vila,42.531254,1.567738
10020,EsglÌ©sia de Sant RomÌÊ dels Vilars,42.51483,1.534734
10104,EsglÌ©sia de Sant Serni de Llorts,42.596396,1.526638
10022,EsglÌ©sia de Sant Antoni de la Grella,42.527642,1.520661
10086,EsglÌ©sia de Sant Roc de SornÌÊs,42.565078,1.527784
10082,EsglÌ©sia de Sant RomÌÊ d'Erts,42.561867,1.496925
10092,EsglÌ©sia de Sant Joan de Caselles,42.570863,1.607788
10088,EsglÌ©sia de Sant Serni de Canillo,42.567514,1.597446
10096,Centre de Natura de la Cortinada,42.5744,1.519381
10060,Centre d'InterpretaciÌ_ Andorra RomÌÊnica,42.54584,1.475115
10062,La Farga Rossell - Centre d'InterpretaciÌ_,42.546315,1.521094
10042,EsglÌ©sia de Santa EulÌÊlia d'Encamp,42.534766,1.576652
10076,EsglÌ©sia de Sant Corneli i Sant CebriÌÊ,42.556866,1.532851
10100,EsglÌ©sia de Sant MartÌ_ de La Cortinada,42.576663,1.517776
10064,EsglÌ©sia de Sant Climent de Pal,42.545974,1.475148
10044,EsglÌ©sia de Sant CristÌ_fol d'AnyÌ_s,42.534974,1.524469
9984,EsglÌ©sia de Sant Serni de Nagol,42.469549,1.501023
10010,EsglÌ©sia de Sant Pere MÌÊrtir,42.508778,1.541847
10014,EsglÌ©sia de Sant Miquel d'Engolasters,42.511462,1.560447
10024,Pont de Sant Antoni de la Grella,42.527642,1.520661
132082,Centre d'InterpretaciÌ_ del Comapedrosa CIC,42.571991,1.484056
8577,Galeria Art Vall,42.506727,1.534814
131049,Excursions del Pirineu,42.504496,1.524378
131040,Gica'm Excursions,42.556666,1.53366
9964,EsglÌ©sia de Sant Esteve de Juberri,42.439753,1.490202
9968,Capella de Sant RomÌÊ d'AuvinyÌÊ,42.454341,1.46349
9970,EsglÌ©sia de Sant Miquel de Fontaneda,42.454341,1.46349
9972,Capella de Sant Mateu de Pui d'Olivesa,42.459834,1.486017
9974,EsglÌ©sia de Sant Pere d'Aixirivall,42.462752,1.501933
9966,EsglÌ©sia de Sant Esteve del Mas d'Alins,42.442547,1.453997
9982,Capella de Sant Bartomeu,42.576861,1.667574
9986,Capella de la Mare de DÌ©u de les Neus de Llumeneres,42.472864,1.510409
9988,Santuari de CanÌ_lich,42.480555,1.45343
8574,Galeria Art al Set,42.501402,1.509896
8578,Galeria d'Art - Taller Espai 29,42.5121,1.540063
8580,Galeria d'Art Pilar Riberaygua,42.507166,1.521384
8584,Galeria Desig(n),42.506994,1.521239
8586,Galeria Jardin Cosmique Andorra,42.512444,1.536356
9566,Sala d'exposicions del ComÌ¼ d'Encamp,42.536226,1.583281
9574,Sala d'exposicions Palau Empresa,42.566447,1.598098
137345,Sala d'exposicions del Pas de la Casa,42.546105,1.733844
137346,Sala d'exposicions i reunions d'Ordino,42.556428,1.532161
9994,Pont de la Margineda,42.484197,1.492019
9996,EsglÌ©sia de Santa Coloma,42.494153,1.497513
9998,EsglÌ©sia de Sant VicenÌ¤ d'Enclar,42.495733,1.493781
10002,EsglÌ©sia de Sant Esteve,42.507252,1.521715
