lat,lon,bc,degree
42.5098961,1.5463993,0.032425819,0.000424268
42.5102721,1.546345,0.029948651,0.000424268
42.510503,1.5463314,0.028723535,0.000424268
42.5108251,1.5465028,0.028071317,0.000424268
42.5110805,1.5468226,0.026877822,0.000424268
42.511357,1.547805,0.02667032,0.000424268
42.5115818,1.5487686,0.026108138,0.000424268
42.511778,1.5495359,0.025633711,0.000424268
42.5098711,1.5387955,0.000705569,0.000424268
42.5086758,1.538779,0.007660115,0.000848536
42.5081345,1.538765,0.159811198,0.000636402
42.5071245,1.5341826,0.032308692,0.000636402
42.5072318,1.5374118,0.007944573,0.000424268
42.5072904,1.5376614,0.008018097,0.000424268
42.5073373,1.5377801,0.008115141,0.000424268
42.5074802,1.5378463,0.008406521,0.000424268
42.5081315,1.5378827,0.165589622,0.000848536
42.508705,1.5379056,0.047437037,0.000848536
42.5071887,1.5372898,0.00792597,0.000424268
42.5118175,1.5406291,0.071612909,0.000636402
42.511684,1.5405417,0.071596581,0.000424268
42.5114689,1.5407133,0.071714504,0.000424268
42.5110577,1.5411511,0.071721146,0.000424268
42.5108995,1.5412712,0.072157511,0.000424268
42.5106844,1.5412712,0.067256588,0.000424268
42.5103493,1.541063,0.06721492,0.000424268
42.5086802,1.5408964,0.082073088,0.000848536
42.5026114,1.5135137,0.007705604,0.000424268
42.5034775,1.5143719,0.014354782,0.000424268
42.5047683,1.5159083,0.014893771,0.000424268
42.5051258,1.5162494,0.019869401,0.000636402
42.5052167,1.5166177,0.015010022,0.000424268
42.5054379,1.51705,0.016056322,0.000424268
42.5055042,1.5174505,0.016373633,0.000424268
42.5054727,1.5178607,0.017544924,0.000636402
42.5055059,1.5182708,0.018629639,0.000636402
42.5054883,1.5181883,0.002415016,0.000636402
42.5054307,1.5181311,0.000296574,0.000424268
42.5053594,1.5181375,0.017099554,0.000636402
42.5053066,1.5182079,0.017260199,0.000424268
42.5053015,1.5183082,0.038255495,0.000636402
42.5053431,1.5183847,0.019148505,0.000424268
42.5054146,1.5184078,0.000576931,0.000424268
42.5054994,1.5183168,0.017336501,0.000424268
42.5051235,1.5184826,0.038266956,0.000424268
42.5050048,1.5185672,0.038627179,0.000636402
42.5046785,1.518721,0.038146227,0.000424268
42.5043552,1.5188529,0.01873438,0.000424268
42.5041022,1.5190051,0.071325933,0.000636402
42.5061477,1.521513,0.003016212,0.000424268
42.5058024,1.520423,0.002178917,0.000424268
42.5056078,1.5196988,0.001977396,0.000424268
42.5055468,1.5194254,0.001535673,0.000424268
42.5054146,1.5186769,0.018601053,0.000636402
42.5053755,1.5184045,0.01865693,0.000636402
42.5063286,1.5216363,0.003711693,0.000424268
42.506351,1.5217245,0.002848506,0.000424268
42.5063254,1.521813,0.004453362,0.000424268
42.5062239,1.5218533,0.030885089,0.000424268
42.5061643,1.5217915,0.029993924,0.000424268
42.5061515,1.5217005,0.00340345,0.000424268
42.5061611,1.5216604,0.002583116,0.000424268
42.5062044,1.5216012,0.003281507,0.000636402
42.5062711,1.5215888,0.002583508,0.000424268
42.5049002,1.5220456,0.090494204,0.000636402
42.5061514,1.5217427,0.032253122,0.000636402
42.5070799,1.5254334,0.159441529,0.000424268
42.5070237,1.5249665,0.112328395,0.000424268
42.5068926,1.5244299,0.111562585,0.000424268
42.5066483,1.5233915,0.112451958,0.000636402
42.5062807,1.521852,0.036209363,0.000636402
42.5072212,1.5271704,0.160867708,0.000636402
42.5071414,1.5260937,0.159536362,0.000424268
42.5073047,1.5280238,0.162704495,0.000424268
42.5088559,1.5290222,0.073953198,0.000848536
42.5087871,1.5289426,0.005361628,0.000424268
42.5083382,1.5282305,0.004634293,0.000424268
42.5078447,1.5278393,0.002279926,0.000424268
42.5077051,1.5277302,0.00388519,0.000636402
42.5098102,1.5335079,0.022681109,0.000424268
42.5096972,1.5330973,0.022537817,0.000424268
42.5094125,1.5317069,0.057344176,0.000424268
42.5089063,1.5304366,0.083824008,0.000424268
42.5085722,1.5297254,0.125715106,0.000848536
42.5082218,1.5291592,0.027896543,0.000424268
42.5079924,1.5288494,0.027942208,0.000424268
42.5073862,1.5282275,0.02773742,0.000424268
42.5086591,1.5307504,0.002536302,0.000424268
42.5089512,1.5305568,0.083929251,0.000636402
42.5082726,1.5318269,0.044513674,0.000636402
42.5093809,1.531621,0.057657691,0.000636402
42.5098064,1.5336729,0.008741692,0.000424268
42.509811,1.5338023,0.010962999,0.000636402
42.5098768,1.5339136,0.006836877,0.000636402
42.5099228,1.5339408,0.003302036,0.000424268
42.5101001,1.5338482,0.014885343,0.000424268
42.5101257,1.533704,0.020807066,0.000424268
42.51012,1.5336649,0.033470793,0.000636402
42.5100265,1.5335236,0.020321596,0.000424268
42.5099202,1.5335149,0.0214757,0.000424268
42.5098335,1.5335866,0.026511626,0.000636402
42.5122182,1.5353837,0.093833139,0.000424268
42.5120359,1.5351784,0.093835703,0.000424268
42.5118224,1.5348666,0.094339488,0.000424268
42.5115755,1.5344444,0.094346438,0.000424268
42.5112237,1.5339627,0.010166205,0.000424268
42.5108706,1.5336983,0.009951361,0.000424268
42.5103603,1.5329554,0.024361421,0.000424268
42.5098591,1.531456,0.024130193,0.000424268
42.5096467,1.5309973,0.024194663,0.000424268
42.5094379,1.5306797,0.024589648,0.000424268
42.509315,1.5303815,0.0218421,0.000424268
42.5091387,1.5298737,0.02160238,0.000424268
42.5090464,1.5294462,0.022776121,0.000636402
42.5090339,1.5293091,0.022960018,0.000848536
42.5126975,1.5356232,0.020487976,0.000424268
42.5125762,1.5361986,0.020708349,0.000424268
42.512477,1.5364008,0.02076771,0.000424268
42.5119624,1.537117,0.004577725,0.000424268
42.511565,1.5380799,0.005142053,0.000424268
42.5114133,1.5385609,0.006555782,0.000424268
42.5112419,1.5392919,0.006438581,0.000424268
42.5110624,1.5400139,0.006203611,0.000424268
42.5108111,1.5407046,0.006145887,0.000424268
42.5106021,1.5412283,0.070165874,0.000636402
42.5126939,1.5354821,0.020610931,0.000424268
42.5126063,1.5354104,0.093008012,0.000424268
42.5161627,1.5298974,0.010619397,0.000636402
42.5158994,1.5304892,0.011003363,0.000424268
42.5158253,1.5305879,0.011191659,0.000424268
42.5150413,1.5315535,0.157461565,0.000424268
42.5145252,1.5320537,0.157733159,0.000424268
42.5144332,1.5321448,0.158281705,0.000424268
42.514114,1.5325432,0.15944036,0.000424268
42.5139524,1.5328662,0.159551088,0.000424268
42.5138746,1.5331263,0.160162293,0.000424268
42.5137633,1.533669,0.161730523,0.000424268
42.5136915,1.5338364,0.174989472,0.000636402
42.5134697,1.5340363,0.151114138,0.000424268
42.5132088,1.5342159,0.151761033,0.000424268
42.5130664,1.5345696,0.152228191,0.000424268
42.5127823,1.5351176,0.175008444,0.000636402
42.5126916,1.535317,0.109665425,0.000636402
42.517781,1.5375771,0,0.000212134
42.5174766,1.5382456,0.000212118,0.000424268
42.5172371,1.5388966,0.000924236,0.000424268
42.5170044,1.5393886,0.002058892,0.000424268
42.5169602,1.5395506,0.002770161,0.000424268
42.516867,1.5400451,0.003403968,0.000424268
42.5168022,1.5402044,0.00411354,0.000424268
42.5166438,1.540423,0.005455857,0.000424268
42.5164436,1.5406595,0.011949808,0.000636402
42.5160695,1.5411389,0.012634973,0.000424268
42.5159801,1.5413097,0.013337541,0.000424268
42.5158915,1.5414544,0.014249044,0.000424268
42.5158025,1.541482,0.015159697,0.000424268
42.5157244,1.5414118,0.016073853,0.000424268
42.5157099,1.5413266,0.016282893,0.000424268
42.5157462,1.5412203,0.016491934,0.000424268
42.515871,1.5410456,0.016700975,0.000424268
42.516014,1.5407915,0.01690524,0.000424268
42.5161317,1.5404988,0.017609506,0.000424268
42.516221,1.5401701,0.017818335,0.000424268
42.5162547,1.5396523,0.018653649,0.000424268
42.5162355,1.5393731,0.018862477,0.000424268
42.5162587,1.538897,0.019768886,0.000424268
42.5163007,1.5385595,0.019971666,0.000424268
42.5164195,1.5379732,0.079693966,0.000424268
42.5165633,1.5374447,0.080367565,0.000424268
42.5166892,1.5370585,0.08054074,0.000424268
42.5167311,1.5368918,0.081213915,0.000424268
42.5166884,1.5367737,0.081409161,0.000424268
42.5166353,1.5367373,0.081604407,0.000424268
42.5165843,1.5367292,0.081799653,0.000424268
42.5165034,1.5368065,0.081994899,0.000424268
42.5163746,1.5371683,0.082190145,0.000424268
42.5161378,1.53777,0.082385392,0.000424268
42.5159375,1.5382127,0.082557505,0.000424268
42.5157932,1.538407,0.08320638,0.000424268
42.5157292,1.5384626,0.083878176,0.000424268
42.5155546,1.5383261,0.007452461,0.000424268
42.5155745,1.5382009,0.096786706,0.000424268
42.5157872,1.5377537,0.097451604,0.000424268
42.515952,1.5373472,0.09764303,0.000424268
42.5161708,1.5366926,0.097834456,0.000424268
42.5162787,1.5362779,0.097998718,0.000424268
42.5163596,1.5359364,0.098635708,0.000424268
42.5164555,1.5353388,0.099272275,0.000424268
42.5164227,1.5350485,0.099935899,0.000424268
42.5165366,1.5346794,0.100126689,0.000424268
42.5167201,1.5342503,0.100289783,0.000424268
42.516815,1.5339241,0.100952877,0.000424268
42.5168592,1.5336495,0.101115547,0.000424268
42.5169415,1.5332804,0.101750203,0.000424268
42.5170743,1.532877,0.102384435,0.000424268
42.5172578,1.5324135,0.103046468,0.000424268
42.517397,1.5320788,0.103236408,0.000424268
42.5174349,1.5318985,0.103426349,0.000424268
42.5174349,1.5316668,0.103616289,0.000424268
42.5175065,1.5312119,0.10380623,0.000424268
42.5175337,1.5310019,0.103996171,0.000424268
42.5174729,1.5309115,0.104157249,0.000424268
42.5173654,1.5309115,0.104789358,0.000424268
42.5173084,1.5309801,0.105450118,0.000424268
42.5172578,1.5311518,0.105610453,0.000424268
42.5171566,1.5318556,0.106270788,0.000424268
42.5170743,1.5319328,0.106430699,0.000424268
42.5169794,1.53195,0.10709061,0.000424268
42.5168909,1.5318728,0.107279702,0.000424268
42.5169122,1.5316419,0.115896,0.000424268
42.5169676,1.5314756,0.116518559,0.000424268
42.5170585,1.5311645,0.117140694,0.000424268
42.5171653,1.5308104,0.117794981,0.000424268
42.5172958,1.5303384,0.12081111,0.000636402
42.5174421,1.5297805,0.121235346,0.000424268
42.5174895,1.5293513,0.121854085,0.000424268
42.517513,1.5289288,0.1224724,0.000424268
42.5175405,1.5285797,0.123123928,0.000424268
42.5174643,1.5284441,0.124137934,0.000636402
42.5173576,1.5284472,0.124727493,0.000424268
42.5172831,1.5285855,0.124911916,0.000424268
42.517269,1.5289617,0.125096338,0.000424268
42.5172508,1.5292575,0.125280761,0.000424268
42.5170101,1.529846,0.125465184,0.000424268
42.5166294,1.5304795,0.125649607,0.000424268
42.5164583,1.5309028,0.125834029,0.000424268
42.5163334,1.531026,0.125983647,0.000424268
42.5161494,1.5311831,0.126633265,0.000424268
42.5150562,1.5326452,0.131102793,0.000424268
42.5147758,1.5331387,0.148757579,0.000424268
42.5147165,1.5334198,0.149561909,0.000424268
42.5145731,1.5334567,0.151490601,0.000424268
42.5145121,1.5333319,0.151839869,0.000424268
42.5145286,1.5331994,0.152014582,0.000424268
42.5145664,1.5329986,0.152189455,0.000424268
42.5146525,1.5327043,0.152319336,0.000424268
42.5149676,1.5320873,0.15290412,0.000424268
42.5153299,1.5316044,0.153488691,0.000424268
42.5153166,1.5314826,0.154118254,0.000424268
42.5152318,1.5313162,0.16183584,0.000636402
42.517782,1.535148,0,0.000212134
42.517669,1.5357866,0.000212224,0.000424268
42.5175362,1.5363531,0.000424236,0.000424268
42.5173211,1.537014,0.00134826,0.000424268
42.5170398,1.5377748,0.001772283,0.000424268
42.516923,1.5382497,0.001984295,0.000424268
42.5167658,1.5388471,0.002407364,0.000424268
42.5166578,1.5391769,0.00333022,0.000424268
42.5166164,1.5399377,0.004960101,0.000424268
42.5165345,1.5403814,0.005594227,0.000424268
42.5144347,1.5484936,0,0.000212134
42.5145925,1.5484469,0.000212118,0.000424268
42.5148211,1.5483817,0.000924024,0.000424268
42.5150428,1.548348,0.001635823,0.000424268
42.5151321,1.5481634,0.001847623,0.000424268
42.5152586,1.5477171,0.002058892,0.000424268
42.5154572,1.5471568,0.003479732,0.000424268
42.515446,1.5469406,0.004190365,0.000424268
42.515432,1.5468429,0.004400573,0.000424268
42.5155188,1.546418,0.005110781,0.000424268
42.5155923,1.5460132,0.005320564,0.000424268
42.5156279,1.544996,0.051159588,0.000424268
42.5155863,1.5447216,0.051360776,0.000424268
42.5153567,1.5443636,0.051950653,0.000424268
42.5153472,1.5441637,0.052638153,0.000424268
42.5153472,1.5439062,0.052839129,0.000424268
42.5152582,1.5435493,0.053026099,0.000424268
42.5152907,1.5432057,0.053713068,0.000424268
42.5154099,1.5424782,0.053913832,0.000424268
42.5154153,1.5422437,0.054114596,0.000424268
42.5153833,1.5419862,0.05431536,0.000424268
42.5154005,1.5417373,0.054516124,0.000424268
42.515457,1.5414221,0.054702245,0.000424268
42.5155405,1.5407207,0.055588917,0.000424268
42.5155607,1.540481,0.055789469,0.000424268
42.5156683,1.5401249,0.056175398,0.000424268
42.5158092,1.5398384,0.056845496,0.000424268
42.5159084,1.5395692,0.05886884,0.000424268
42.5159737,1.5391603,0.059068543,0.000424268
42.5160729,1.5388081,0.059268246,0.000424268
42.5162141,1.5384986,0.059467949,0.000424268
42.5163706,1.5382248,0.079681126,0.000636402
42.5145044,1.5427955,0,0.000212134
42.5144425,1.5440779,0.000712224,0.000424268
42.5144172,1.5443096,0.000924024,0.000424268
42.5143729,1.5444212,0.001635823,0.000424268
42.514297,1.5444384,0.001847623,0.000424268
42.5142148,1.5443354,0.002059423,0.000424268
42.5141515,1.5440521,0.002271222,0.000424268
42.5140946,1.5436487,0.002483022,0.000424268
42.5141452,1.5415888,0.002693973,0.000424268
42.5141515,1.5407562,0.003404923,0.000424268
42.5141641,1.5404988,0.003616511,0.000424268
42.5141009,1.5403614,0.003828098,0.000424268
42.5140313,1.5403357,0.004038412,0.000424268
42.5139427,1.5404473,0.004748726,0.000424268
42.5138288,1.5408163,0.004958616,0.000424268
42.5137024,1.5414101,0.005668505,0.000424268
42.5135899,1.5417915,0.005877971,0.000424268
42.5134935,1.5419579,0.006587436,0.000424268
42.5133986,1.5420523,0.006796476,0.000424268
42.5131982,1.5422128,0.016419353,0.000424268
42.513212,1.5423314,0.016628606,0.000424268
42.5132567,1.5430022,0.016837859,0.000424268
42.5132355,1.5432978,0.017955219,0.000424268
42.5131313,1.5434765,0.018367783,0.000424268
42.5130032,1.5435032,0.046280662,0.000424268
42.5125784,1.5433484,0.047160756,0.000424268
42.5124116,1.5433054,0.063103241,0.000636402
42.5123167,1.5431938,0.063398976,0.000424268
42.5122788,1.5429793,0.063597617,0.000424268
42.5123041,1.5425844,0.063779281,0.000424268
42.5123673,1.5420351,0.064460945,0.000424268
42.51241,1.5416567,0.064642184,0.000424268
42.5123873,1.5414318,0.065323424,0.000424268
42.5123357,1.5412455,0.065521641,0.000424268
42.5124373,1.5400242,0.06570235,0.000424268
42.5125143,1.5398742,0.066383059,0.000424268
42.5125602,1.5396659,0.066563343,0.000424268
42.5125846,1.5394505,0.067243627,0.000424268
42.5125924,1.5392384,0.091907863,0.000424268
42.5124476,1.5391145,0.092572018,0.000424268
42.5123824,1.5391375,0.092761906,0.000424268
42.5122238,1.5394445,0.069362437,0.000424268
42.5122011,1.5395924,0.069420067,0.000424268
42.510027,1.5339308,0.017920117,0.000636402
42.5101401,1.5341187,0.017136321,0.000424268
42.5108132,1.5349441,0.032663097,0.000424268
42.5111969,1.5355635,0.018822609,0.000424268
42.511355,1.5358982,0.018454472,0.000424268
42.5118043,1.5362742,0.024699048,0.000424268
42.5119784,1.5364508,0.023791331,0.000424268
42.5105125,1.533304,0.026665226,0.000636402
42.5077701,1.5355437,0.034931429,0.000636402
42.5078009,1.5364524,0.132439175,0.000636402
42.5086348,1.5363681,0.168003992,0.000636402
42.5075208,1.53086,0.166171937,0.000848536
42.5070608,1.5310957,0.133325895,0.000848536
42.5064477,1.5314769,0.091996967,0.000848536
42.5061122,1.5316984,0.086317179,0.000636402
42.5059223,1.5284538,0.000712118,0.000424268
42.5061395,1.5288998,0.006664146,0.000848536
42.5064515,1.5293579,0.057905599,0.000848536
42.5067488,1.5298128,0.088270963,0.000848536
42.5071158,1.5303192,0.116293083,0.000848536
42.4997854,1.523351,0.07206116,0.000424268
42.4995842,1.5232489,0.072424912,0.000424268
42.4994461,1.5232461,0.072932764,0.000424268
42.499358,1.5233498,0.014396027,0.000424268
42.499339,1.5235386,0.01329522,0.000424268
42.4993469,1.5237405,0.013088143,0.000424268
42.4993312,1.5239846,0.012181044,0.000424268
42.4992786,1.5240765,0.011774104,0.000424268
42.4991461,1.5241177,0.010047184,0.000424268
42.4989995,1.5240272,0.009141942,0.000424268
42.4988517,1.523875,0.00894399,0.000424268
42.4985149,1.5234704,0.002742165,0.000424268
42.4982065,1.5230832,0.002538483,0.000424268
42.4980275,1.5227279,0.002137167,0.000424268
42.4979152,1.522311,0.001251397,0.000424268
42.4979848,1.5215903,0.001344793,0.000424268
42.4979784,1.52141,0.002920292,0.000424268
42.4978571,1.5213862,0.004372382,0.000424268
42.4975987,1.5214529,0.00532877,0.000424268
42.497381,1.5214615,0.005925597,0.000424268
42.4967839,1.521481,0.007160901,0.000424268
42.4966797,1.5213164,0.008896416,0.000424268
42.4967161,1.5211848,0.009876414,0.000424268
42.4968506,1.5210407,0.011270249,0.000424268
42.4969507,1.5209324,0.011470482,0.000424268
42.4971692,1.5206663,0.012170822,0.000424268
42.4973199,1.5204029,0.013271204,0.000424268
42.4973709,1.520217,0.013971331,0.000424268
42.4974523,1.5198982,0.014178249,0.000424268
42.4975262,1.5196883,0.014585136,0.000424268
42.4977416,1.5192439,0,0.000212134
42.4979615,1.5187652,0.000924024,0.000424268
42.4979887,1.5183928,0.002558574,0.000424268
42.4979243,1.5176188,0.003691001,0.000424268
42.4978428,1.5170544,0.004612691,0.000424268
42.4977655,1.5165481,0.005532682,0.000424268
42.4977713,1.5161466,0.005954584,0.000424268
42.4978392,1.5154791,0.007789261,0.000424268
42.497811,1.5151563,0.008706069,0.000424268
42.4976843,1.5146651,0.010119906,0.000424268
42.4974466,1.513993,0.011241828,0.000424268
42.4972254,1.5135822,0.012862053,0.000424268
42.4970355,1.5133076,0.013280559,0.000424268
42.4969939,1.5132142,0.013489812,0.000424268
42.4970445,1.5130674,0.014326824,0.000424268
42.4971962,1.5131607,0.016147707,0.000424268
42.4980222,1.5142977,0.016983021,0.000424268
42.4981447,1.5145217,0.017400678,0.000424268
42.4982379,1.5148783,0.018308572,0.000424268
42.4985227,1.5163374,0.019424022,0.000424268
42.4987564,1.5168261,0.020330007,0.000424268
42.4991047,1.517197,0.021156832,0.000424268
42.4996906,1.5174182,0.022964132,0.000424268
42.5001194,1.5176143,0.023866509,0.000424268
42.5007185,1.5177708,0.007992379,0.000424268
42.5009043,1.5178043,0.008176484,0.000424268
42.5010208,1.5179101,0.009248569,0.000424268
42.5010178,1.5181005,0.010135171,0.000424268
42.5009504,1.5186862,0.013625355,0.000424268
42.5009636,1.5189303,0.06072085,0.000424268
42.5009969,1.5190812,0.060622745,0.000424268
42.5010667,1.5192883,0.06052628,0.000424268
42.5011355,1.5194708,0.060432278,0.000636402
42.5012579,1.5197273,0.058115387,0.000424268
42.5013903,1.5198425,0.057574653,0.000424268
42.5014969,1.5198822,0.057274082,0.000424268
42.5019651,1.5198994,0.05789542,0.000424268
42.5022474,1.5199585,0.057734819,0.000424268
42.5024397,1.5200796,0.057252462,0.000424268
42.5026142,1.5202037,0.058353382,0.000636402
42.5027731,1.5202461,0.054415325,0.000424268
42.5029056,1.520134,0.0545001,0.000424268
42.5031193,1.5197838,0.054802266,0.000424268
42.503237,1.519599,0.052782585,0.000636402
42.5033383,1.5195156,0.053373011,0.000636402
42.4991492,1.5306368,0.052011015,0.000424268
42.4991871,1.5305596,0.052674427,0.000424268
42.49932,1.5305252,0.053337734,0.000424268
42.4995478,1.5305338,0.054018761,0.000424268
42.4998706,1.5306454,0.054199788,0.000424268
42.5002864,1.5307175,0.057266957,0.000424268
42.5004693,1.5306688,0.057465492,0.000424268
42.5008388,1.5303364,0.058921986,0.000424268
42.5009039,1.5302256,0.059120522,0.000424268
42.5008767,1.5301476,0.069542847,0.000636402
42.5007881,1.5300875,0.047001968,0.000424268
42.500554,1.5300102,0.04725082,0.000424268
42.5004063,1.5298313,0.047702459,0.000424268
42.5002123,1.5294953,0.04766883,0.000424268
42.5000794,1.5292893,0.048156698,0.000424268
42.4998278,1.5290588,0.04829528,0.000424268
42.4997589,1.5290141,0.048433969,0.000424268
42.4997313,1.5289459,0.048486706,0.000424268
42.4997469,1.5288556,0.048953599,0.000424268
42.4997829,1.5287783,0.049420705,0.000424268
42.4999177,1.5287539,0.049973761,0.000424268
42.5001425,1.5287946,0.050112661,0.000424268
42.5003014,1.5288312,0.050166248,0.000424268
42.5005287,1.5289116,0.050636112,0.000424268
42.5006071,1.5288434,0.051192139,0.000424268
42.5006491,1.5287092,0.051332738,0.000424268
42.5006932,1.5284052,0.051390905,0.000424268
42.5007312,1.5281735,0.051867949,0.000424268
42.500769,1.5279652,0.052429176,0.000424268
42.5008379,1.5278595,0.052494328,0.000424268
42.5009279,1.5278799,0.053062046,0.000424268
42.5010286,1.5279846,0.053212053,0.000424268
42.5010856,1.5280619,0.053292273,0.000424268
42.5011678,1.5281134,0.053802566,0.000424268
42.5012754,1.5281048,0.054314026,0.000424268
42.5014273,1.5280361,0.054896157,0.000424268
42.5015791,1.5279761,0.054978288,0.000424268
42.501693,1.5279761,0.055560418,0.000424268
42.5018061,1.5280384,0.055712795,0.000424268
