id,osm_id,grid_area
3043,2813720,625.0000000000
3219,2813720,625.0000000000
3220,2813720,625.0000000000
3227,2813720,625.0000000000
3228,2813720,625.0000000000
3229,2813720,625.0000000000
3230,2813720,625.0000000000
3231,2813720,625.0000000000
3232,2813720,625.0000000000
3395,2813720,625.0000000000
3396,2813720,625.0000000000
3397,2813720,625.0000000000
3403,2813720,625.0000000000
3404,2813720,625.0000000000
3405,2813720,625.0000000000
3406,2813720,625.0000000000
3407,2813720,625.0000000000
3408,2813720,625.0000000000
3409,2813720,625.0000000000
3410,2813720,625.0000000000
3573,2813720,625.0000000000
3574,2813720,625.0000000000
3575,2813720,625.0000000000
3576,2813720,625.0000000000
3580,2813720,625.0000000000
3581,2813720,625.0000000000
3582,2813720,625.0000000000
3583,2813720,625.0000000000
3584,2813720,625.0000000000
3585,2813720,625.0000000000
3586,2813720,625.0000000000
3587,2813720,625.0000000000
3588,2813720,625.0000000000
3752,2813720,625.0000000000
3753,2813720,625.0000000000
3754,2813720,625.0000000000
3755,2813720,625.0000000000
3756,2813720,625.0000000000
3757,2813720,625.0000000000
3758,2813720,625.0000000000
3759,2813720,625.0000000000
3760,2813720,625.0000000000
3761,2813720,625.0000000000
3762,2813720,625.0000000000
3763,2813720,625.0000000000
3764,2813720,625.0000000000
3765,2813720,625.0000000000
3766,2813720,625.0000000000
3932,2813720,625.0000000000
3933,2813720,625.0000000000
3934,2813720,625.0000000000
3935,2813720,625.0000000000
3936,2813720,625.0000000000
3937,2813720,625.0000000000
3938,2813720,625.0000000000
3939,2813720,625.0000000000
3940,2813720,625.0000000000
3941,2813720,625.0000000000
3942,2813720,625.0000000000
3943,2813720,625.0000000000
3944,2813720,625.0000000000
4110,2813720,625.0000000000
4111,2813720,625.0000000000
4112,2813720,625.0000000000
4113,2813720,625.0000000000
4114,2813720,625.0000000000
4115,2813720,625.0000000000
4116,2813720,625.0000000000
4117,2813720,625.0000000000
4118,2813720,625.0000000000
4119,2813720,625.0000000000
4120,2813720,625.0000000000
4121,2813720,625.0000000000
4122,2813720,625.0000000000
4123,2813720,625.0000000000
4286,2813720,625.0000000000
4287,2813720,625.0000000000
4288,2813720,625.0000000000
4289,2813720,625.0000000000
4290,2813720,625.0000000000
4291,2813720,625.0000000000
4292,2813720,625.0000000000
4293,2813720,625.0000000000
4294,2813720,625.0000000000
4295,2813720,625.0000000000
4296,2813720,625.0000000000
4297,2813720,625.0000000000
4298,2813720,625.0000000000
4299,2813720,625.0000000000
4300,2813720,625.0000000000
4301,2813720,625.0000000000
4463,2813720,625.0000000000
4464,2813720,625.0000000000
4465,2813720,625.0000000000
4466,2813720,625.0000000000
4467,2813720,625.0000000000
4468,2813720,625.0000000000
4469,2813720,625.0000000000
4470,2813720,625.0000000000
4471,2813720,625.0000000000
4472,2813720,625.0000000000
4473,2813720,625.0000000000
4474,2813720,625.0000000000
4475,2813720,625.0000000000
4476,2813720,625.0000000000
4477,2813720,625.0000000000
4478,2813720,625.0000000000
4479,2813720,625.0000000000
4640,2813720,625.0000000000
4641,2813720,625.0000000000
4642,2813720,625.0000000000
4643,2813720,625.0000000000
4644,2813720,625.0000000000
4645,2813720,625.0000000000
4646,2813720,625.0000000000
4647,2813720,625.0000000000
4648,2813720,625.0000000000
4649,2813720,625.0000000000
4650,2813720,625.0000000000
4651,2813720,625.0000000000
4652,2813720,625.0000000000
4653,2813720,625.0000000000
4654,2813720,625.0000000000
4655,2813720,625.0000000000
4656,2813720,625.0000000000
4657,2813720,625.0000000000
4658,2813720,625.0000000000
4816,2813720,625.0000000000
4817,2813720,625.0000000000
4818,2813720,625.0000000000
4819,2813720,625.0000000000
4820,2813720,625.0000000000
4821,2813720,625.0000000000
4822,2813720,625.0000000000
4823,2813720,625.0000000000
4824,2813720,625.0000000000
4825,2813720,625.0000000000
4826,2813720,625.0000000000
4827,2813720,625.0000000000
4828,2813720,625.0000000000
4829,2813720,625.0000000000
4830,2813720,625.0000000000
4831,2813720,625.0000000000
4832,2813720,625.0000000000
4833,2813720,625.0000000000
4834,2813720,625.0000000000
4835,2813720,625.0000000000
4836,2813720,625.0000000000
4993,2813720,625.0000000000
4994,2813720,625.0000000000
4995,2813720,625.0000000000
4996,2813720,625.0000000000
4997,2813720,625.0000000000
4998,2813720,625.0000000000
4999,2813720,625.0000000000
5000,2813720,625.0000000000
5001,2813720,625.0000000000
5002,2813720,625.0000000000
5003,2813720,625.0000000000
5004,2813720,625.0000000000
5005,2813720,625.0000000000
5006,2813720,625.0000000000
5007,2813720,625.0000000000
5008,2813720,625.0000000000
5009,2813720,625.0000000000
5010,2813720,625.0000000000
5011,2813720,625.0000000000
5012,2813720,625.0000000000
5013,2813720,625.0000000000
5014,2813720,625.0000000000
5176,2813720,625.0000000000
5177,2813720,625.0000000000
5178,2813720,625.0000000000
5179,2813720,625.0000000000
5180,2813720,625.0000000000
5181,2813720,625.0000000000
5182,2813720,625.0000000000
5183,2813720,625.0000000000
5184,2813720,625.0000000000
5185,2813720,625.0000000000
5186,2813720,625.0000000000
5187,2813720,625.0000000000
5188,2813720,625.0000000000
5189,2813720,625.0000000000
5190,2813720,625.0000000000
5191,2813720,625.0000000000
5192,2813720,625.0000000000
5193,2813720,625.0000000000
5194,2813720,625.0000000000
5195,2813720,625.0000000000
5196,2813720,625.0000000000
5197,2813720,625.0000000000
5354,2813720,625.0000000000
5355,2813720,625.0000000000
5356,2813720,625.0000000000
5357,2813720,625.0000000000
5358,2813720,625.0000000000
5359,2813720,625.0000000000
5360,2813720,625.0000000000
5361,2813720,625.0000000000
5362,2813720,625.0000000000
5363,2813720,625.0000000000
5364,2813720,625.0000000000
5365,2813720,625.0000000000
5366,2813720,625.0000000000
5367,2813720,625.0000000000
5368,2813720,625.0000000000
5369,2813720,625.0000000000
5370,2813720,625.0000000000
5371,2813720,625.0000000000
5372,2813720,625.0000000000
5373,2813720,625.0000000000
5374,2813720,625.0000000000
5375,2813720,625.0000000000
5532,2813720,625.0000000000
5533,2813720,625.0000000000
5534,2813720,625.0000000000
5535,2813720,625.0000000000
5536,2813720,625.0000000000
5537,2813720,625.0000000000
5538,2813720,625.0000000000
5539,2813720,625.0000000000
5540,2813720,625.0000000000
5541,2813720,625.0000000000
5542,2813720,625.0000000000
5543,2813720,625.0000000000
5544,2813720,625.0000000000
5545,2813720,625.0000000000
5546,2813720,625.0000000000
5547,2813720,625.0000000000
5548,2813720,625.0000000000
5549,2813720,625.0000000000
5550,2813720,625.0000000000
5551,2813720,625.0000000000
5552,2813720,625.0000000000
5553,2813720,625.0000000000
5710,2813720,625.0000000000
5711,2813720,625.0000000000
5712,2813720,625.0000000000
5713,2813720,625.0000000000
5714,2813720,625.0000000000
5715,2813720,625.0000000000
5716,2813720,625.0000000000
5717,2813720,625.0000000000
5718,2813720,625.0000000000
5719,2813720,625.0000000000
5720,2813720,625.0000000000
5721,2813720,625.0000000000
5722,2813720,625.0000000000
5723,2813720,625.0000000000
5724,2813720,625.0000000000
5725,2813720,625.0000000000
5726,2813720,625.0000000000
5727,2813720,625.0000000000
5728,2813720,625.0000000000
5729,2813720,625.0000000000
5730,2813720,625.0000000000
5731,2813720,625.0000000000
5887,2813720,625.0000000000
5888,2813720,625.0000000000
5889,2813720,625.0000000000
5890,2813720,625.0000000000
5891,2813720,625.0000000000
5892,2813720,625.0000000000
5893,2813720,625.0000000000
5894,2813720,625.0000000000
5895,2813720,625.0000000000
5896,2813720,625.0000000000
5897,2813720,625.0000000000
5898,2813720,625.0000000000
5899,2813720,625.0000000000
5900,2813720,625.0000000000
5901,2813720,625.0000000000
5902,2813720,625.0000000000
5903,2813720,625.0000000000
5904,2813720,625.0000000000
5905,2813720,625.0000000000
5906,2813720,625.0000000000
5907,2813720,625.0000000000
5908,2813720,625.0000000000
5909,2813720,625.0000000000
6065,2813720,625.0000000000
6066,2813720,625.0000000000
6067,2813720,625.0000000000
6068,2813720,625.0000000000
