motor,id
1,27922
1,27209
1,27210
1,26853
1,27030
1,27031
1,27032
1,25073
1,25251
1,25252
1,25250
1,25959
1,25960
1,25958
1,25786
1,25783
1,25784
1,25785
1,28101
1,28278
1,30598
