place_id,name,lat,lng,types,rating,address,ID,vicinity
ChIJT-QsyxNgrxIRbU9XgPNBtn8,Church of Ordino,42.5564639,1.5329111,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.2,"AD300 Ordino, Andorra",511414dff137386c1bf23acc08503c5c43d4d506,Ordino
ChIJgRBFfCVWrxIRK7T886o-qJc,Alins,42.56267929999999,1.3469247,"['administrative_area_level_4', 'political']",,"Alins, Lleida, Spain",979cf4ae7924773ee8e377c0c3b090d7c4a2d68a,
ChIJeU7rftyKpRIRFPmb3zUqI2k,Yogurtería Danone,42.50899800000001,1.534778,"['store', 'food', 'point_of_interest', 'establishment']",1.0,"Av. Carlemany, 70, AD700 Escaldes-Engordany, Andorra",07fb202ee264eda1729e7e09a3641b33adba6904,"Avinguda Carlemany, 70, Escaldes-Engordany"
ChIJhwt_FtqKpRIR7lMQ4aYZUPM,Princep Galactica Electronic,42.50734599999999,1.5316164,"['electronics_store', 'store', 'point_of_interest', 'establishment']",,"Carrer Bonaventura Riberaygua, 10, AD500 Andorra la Vella, Andorra",561f06d85b6a72329d1cf1cbc9d33653273308fe,"Carrer Bonaventura Riberaygua, 10, Andorra la Vella"
ChIJFZoVUc6DpRIRPSIhDczv4vw,Meranges,42.4491166,1.7636181,"['administrative_area_level_4', 'political']",,"Meranges, 17539, Province of Girona, Spain",74542bc6c0bcece41c67a3fc2567572f96f96e99,
ChIJIco5Uot9rxIRhWu0MZ7k7xw,Perfumería Julia,42.5422843,1.7341768,"['clothing_store', 'store', 'point_of_interest', 'establishment']",,"Carrer Major, 4, AD200 Pas de la Casa, Andorra",81dac35bf5f4e774cce9e20a2362192d4bdf7088,"Carrer Major, 4, Pas de la Casa"
ChIJIai13dCKpRIRBRmNEZDIG1o,RelocAnd (Relocation Services for Foreigners),42.5075557,1.528511,"['moving_company', 'finance', 'point_of_interest', 'establishment']",,"Bonaventura Armengol 15, 5 2, AD500 Andorra la Vella, Andorra",63ec414963b622de6d9cdadd89bcbea92f1c9072,"Bonaventura Armengol 15, 5 2, Andorra la Vella"
ChIJsWK-deeKpRIRv8E_1O0Ks20,PASTISSERIA VILARRUBLA ANDORRA,42.50867,1.541233,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.0,"AD700 Les Escaldes, Andorra",f504c2ce606892366e469c3cb088da4e4a1254fc,Les Escaldes
ChIJw06FucSKpRIRwZ4VB5ENyLg,HouseKomodity Immobiliaris,42.51203100000001,1.534445,"['real_estate_agency', 'point_of_interest', 'establishment']",,"c/ Dels Escalls 19, 4-D, AD700 Escaldes-Engordany, Andorra",2d89080a52c864f0076d27737c662f10f9734eb0,"c/ Dels Escalls 19, 4-D, Escaldes-Engordany"
ChIJI7MhTij1pRIRUR-O_vr61nM,Roc Del Sola,42.5037439,1.513166,"['lodging', 'point_of_interest', 'establishment']",,"AD500 Andorra la Vella, Andorra",b2328adccc530c881c8e4b7add11ba422e9fe8e4,Andorra
ChIJ9dr929OKpRIRL98NbgBHAOY,Hotel de l'Isard,42.5078552,1.5254394,"['lodging', 'point_of_interest', 'establishment']",4.0,"Av. Meritxell, 36, AD500 Andorra la Vella, Andorra",d37cc70485d84183f94bd20eda5c18df5656a19e,"Avinguda Meritxell, 36, Andorra la Vella"
ChIJ6dOVm9uKpRIRXJM9eqrlASE,Joieria HVNGARI,42.5084695,1.5345745,"['jewelry_store', 'store', 'point_of_interest', 'establishment']",5.0,"Av. Carlemany, 117, AD700 Escaldes-Engordany, Andorra",45c129095d4266fcfdabe7ebcd52c49fd67781f4,"Avinguda Carlemany, 117, Escaldes-Engordany"
ChIJYbkKnot9rxIRx-4pooScwc0,Red Lion Pub,42.541898,1.73191,"['bar', 'point_of_interest', 'establishment']",4.7,"Carrer Bearn, AD200 Pas de la Casa, Andorra, AD200 Pas de la Casa, Andorra",de6eae840e306e4948a2926decbd1777ab25f052,"Carrer Bearn, AD200 Pas de la Casa, Andorra, Pas de la Casa"
ChIJUTGiV9qKpRIRpkF_VPmLdmc,RESTAURANT EL CAP BO,42.50874280000001,1.5324463,"['food', 'point_of_interest', 'establishment']",3.9,"Carrer Babot Camp, 11, AD500 Andorra la Vella, Andorra",edfcd6d6538c87f2001e09685b3768d3a5d0de4d,"Carrer Babot Camp, 11, Andorra la Vella"
ChIJqXqulNdirxIRggmn0-kyYAo,RESTAURANT BRASERIA LA PALMERA DE LA NEU,42.576833,1.667294,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.6,"AD100 Soldeu, Andorra",0c13061607453c9dbbc3c8d8f346d04520a91520,Soldeu
ChIJM4vfd_9frxIRZDP34dVYngM,BAR IVAN,42.5416299,1.518441,"['bar', 'point_of_interest', 'establishment']",4.8,"Av. de Sant Antoni, 71, AD400 La Massana, Andorra",640cdcdbc074b97e16862e65fec6213a4b875277,"Avinguda de Sant Antoni, 71, La Massana"
ChIJtX-bO4BkrxIR0I-glEpbQW4,Refugi de Cóms de Jan,42.6184584,1.6387985,"['park', 'point_of_interest', 'establishment']",4.5,"AD100 Canillo, Andorra",e6f11a96c0d36c70c7a49f96ce5aab63bbdf3833,Canillo
ChIJsYJwWtuKpRIRQ_wVkcp-zE0,Odei Coffee & Kitchen,42.51060299999999,1.535037,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"Edifici illa, Carrer Esteve Albert,, Local A1-B, AD700 Escaldes-Engordany, Andorra",2981e8bb38602ab452d141e4aea7433dcda9059d,"Edifici illa, Carrer Esteve Albert,, Local A1-B, Escaldes-Engordany"
ChIJ2fT029j0pRIRZHJ6GPLVNvI,Intersport,42.499769,1.507234,"['store', 'point_of_interest', 'establishment']",4.1,"Av. de Santa Coloma, 118, AD500 Andorra la Vella, Andorra",222c2a55c2c010508a704db7d96ef19585d2fc5b,"Avinguda de Santa Coloma, 118, Andorra la Vella"
ChIJx5G9ZNOKpRIR5HUyzKV55W8,Restauració SLU,42.506909,1.522605,"['food', 'point_of_interest', 'establishment']",,"Plaça del Poble s/n, AD500 Andorra la Vella, Andorra",54247d11d7500583e68d6886dabfc2bf18ab9e7d,"Plaça del Poble s/n, Andorra la Vella"
ChIJuaNbRtz0pRIRET1nMyPjeGY,Aparcaments Restaurant Bon Racó i Viena,42.4955432,1.50465,"['parking', 'point_of_interest', 'establishment']",4.2,"AD500 Andorra la Vella, Andorra",f2a4d0c38d6553e86a70d9f34b5e8e79252c2a62,Andorra la Vella
ChIJe59Le5v0pRIROKHloWeAibU,BAR RESTAURANT ROSES,42.468039,1.493648,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",4.3,"Carrer Carvajal de Hué, AD600 Sant Julià de Lòria, Andorra",a647c6dc95991af4c5caa3a70039193b01946a54,"Carrer Carvajal de Hué, Sant Julià de Lòria"
ChIJi2gathNgrxIR5R4GIm9cxUI,Correus Francesos Ordino,42.5566881,1.5333272,"['post_office', 'finance', 'point_of_interest', 'establishment']",,"AD300 Ordino, Andorra",6f9dd506d52e0a92109deaa8606ad1be53452eed,Ordino
ChIJoRhcmdSKpRIR9cb7Y00bpoE,Aparcamiento Auto-Buses,42.5061858,1.5223551,"['parking', 'point_of_interest', 'establishment']",5.0,"Carrer Prat de la Creu, 62, AD500 Andorra la Vella, Andorra",e0bc79f99e42caea089f0854cc0df1cc2b47ddbd,"Carrer Prat de la Creu, 62, Andorra la Vella"
ChIJ9RstoCZjrxIRq9Z4P-l-byo,Hotel Ski Plaza & Wellness,42.56553099999999,1.597368,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,"Carrer Prat del Riu, AD100 Canillo, Andorra",0a5ca81946d75ad00af38a5ef46ce9069e24b46d,"Carrer Prat del Riu, Canillo"
ChIJden6YX3zpRIRxPHGN9eVTUw,SNACK BAR VALIRETA,42.46277099999999,1.490344,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Av. Francesc Cairat, 6, AD600 Sant Julià de Lòria, Andorra",e898af751247fe63113dfea8c54cf35343723521,"Avinguda Francesc Cairat, 6, Sant Julià de Lòria"
ChIJ8w_v3taKpRIR7rnKvMZZuro,Sempre Moda,42.5054481,1.5279341,"['shoe_store', 'store', 'point_of_interest', 'establishment']",,"Carrer Bonaventura Riberaygua, 47, AD500 Andorra la Vella, Andorra",b2bc65ee2e66a1975a23f38eeda56282bc597525,"Carrer Bonaventura Riberaygua, 47, Andorra la Vella"
ChIJA0I_t9dirxIRiDoqTmIONH8,Apartaments Turistics Pirineu,42.5765964,1.6682535,"['lodging', 'point_of_interest', 'establishment']",5.0,"Carretera General, s/n, AD100 Soldeu, Andorra",315d6f1a6b14e08c0711bb9d565963324d836062,"Carretera General, s/n, Soldeu"
ChIJedrlEdGKpRIRpf5cJKbUKus,TIC TOC,42.5082979,1.5272724,"['store', 'point_of_interest', 'establishment']",5.0,"Av. Meritxell, 62, AD500 Andorra la Vella, Andorra",8a88850eee3bae2acba0568eb2b546320e84a98c,"Avinguda Meritxell, 62, Andorra la Vella"
ChIJG-9UnZz0pRIROomSGQR31BY,Hotel Sol Park Sant Julia De Loria Andorra,42.4676577,1.4936315,"['lodging', 'point_of_interest', 'establishment']",3.3,"Carrer de Lòria, AD600 Sant Julià de Lòria, Andorra",482dbc849f015e69c5e5fc4e62f006e3eec665e8,"Carrer de Lòria, Sant Julià de Lòria"
ChIJH69qrQdgrxIRZAtmOMbo8lM,Zona Esportiva de Santa Catarina,42.5487639,1.5232061,"['stadium', 'point_of_interest', 'establishment']",3.0,"AD400 La Massana, Andorra",7b1940c873075e07e76eac02218ff702fcc7491b,La Massana
ChIJQ3rkU4t9rxIRXTaMi5Dq7tw,SABATERIA SAFARI,42.542431,1.734132,"['shoe_store', 'store', 'point_of_interest', 'establishment']",,"Carrer Major, 5, AD200 Pas de la Casa, Andorra",fba178c80a033805569087cd05e4ecf2313aa258,"Carrer Major, 5, Pas de la Casa"
ChIJMQjTTIp9rxIRzlN4aFge2hg,Duna Blanca,42.54037100000001,1.731197,"['store', 'point_of_interest', 'establishment']",,"Carrer de la Solana, 33, AD200 Encamp, Andorra",ee268f1c76f0a9cde25f3c8a372847c623bdccc7,"Carrer de la Solana, 33, Encamp"
ChIJxXYQndqKpRIRc3zEfojvgAI,4T MOTORS,42.50961899999999,1.530659,"['car_repair', 'store', 'point_of_interest', 'establishment']",5.0,"Av. Dr. Mitjavila, 17, AD500 Andorra la Vella, Andorra",6d957c37cf38d832f3c77c4ed2e2352d5e29d3f0,"Avinguda Doctor Mitjavila, 17, Andorra la Vella"
ChIJzeFbgIx9rxIR9rQEnUrgwN8,SUPERMERCAT PETIT PREU II,42.542952,1.732082,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",,"Carrer Sant Jordi, 14, AD200 Pas de la Casa, Andorra",091dcbec902f679a2084d8466a37a716b6d9877a,"Carrer Sant Jordi, 14, Pas de la Casa"
ChIJPTrr0B1jrxIRYMvO0qgh7vY,El Mercat de Sant Pere,42.580225,1.651389,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",1.0,"Edifici Avet, Urb Sant Pere del Tarter, AD100 El Tarter, Andorra",37ede3ee06cc7b8c7d5120fbdc63ae858ac5bcba,"Edifici Avet, Urb Sant Pere del Tarter, El Tarter"
ChIJbz-pQgSFpRIR9K_FUWh6WIA,Coborriu de la Llosa,42.41378889999999,1.7089553,"['locality', 'political']",,"25726 Coborriu de la Llosa, Lleida, Spain",222106b7ff1eed03139555f88971301848e8a616,Coborriu de la Llosa
ChIJ2b3tznNgrxIRclDEtG6UACY,Sornàs,42.564865,1.5273687,"['locality', 'political']",,"AD300 Sornàs, Andorra",283e5f998a8e7d8bf869291752e37635535a7374,Sornàs
ChIJ3dHJRNOKpRIRemVEDxv8O7U,Sant Esteve d'Andorra la Vella,42.50721060000001,1.5217032,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.4,"AD500 Andorra la Vella, Andorra",58f3b3cb29ebd78cceb22c4fd2833d001b7e7d26,Andorra la Vella
ChIJZVZBASv1pRIR-cTiobnXt54,TANA II,42.50439789999999,1.5186871,"['store', 'point_of_interest', 'establishment']",5.0,"Baixada del Molí, 5, AD500 Andorra la Vella, Andorra",db49ac02e9c12393f3b1f501b4bbeb716ec0c556,"Baixada del Molí, 5, Andorra la Vella"
ChIJpXFRf3OKpRIRYJUcKiN3M24,Casa Rural de les Arnes,42.53496599999999,1.576602,"['lodging', 'point_of_interest', 'establishment']",4.8,"Carrer de la Canadilla, AD200 Encamp, Andorra",5b848b892f5e1319c4d2f0f948d6fb8b7d2a551f,"Carrer de la Canadilla, Encamp"
ChIJF3R9hTd9rxIRMMe_3XPHpiw,L'Angel Blanc Apartments,42.5588518,1.6864335,"['lodging', 'point_of_interest', 'establishment']",1.0,"AD100, Andorra",0794a8cdf8e19d706df14443419ac3724958bd9f,Andorra
ChIJy2bSpNSKpRIRGIECvf1fIhQ,Nostrum,42.5061708,1.5215494,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,"Carrer Dr. Vilanova, 13, AD500 Andorra la Vella, Andorra",af8ec3fbbffb3261de509e54fe86a91b9d373d58,"Carrer Doctor Vilanova, 13, Andorra la Vella"
ChIJ5REjYiZjrxIRgSWwvZXKvvk,Vall Del Riu,42.582138,1.6640122,"['lodging', 'point_of_interest', 'establishment']",,"Urbanització La Devesa D'incles, Edifici Vall Del Riu 35; Soldeu, AD100 Soldeu, Andorra",e175a371f130a24fcb87a9a43c2b2510f6e13ea3,"Urbanització La Devesa D'incles, Edifici Vall Del Riu 35; Soldeu, Soldeu"
ChIJObWprBJfrxIRki2IitclrAg,Av. Fiter i Rossell,42.5611725,1.4721678,"['store', 'point_of_interest', 'establishment']",,"AD400 Andorra la Vella, Andorra",09fc8237a788f85bab115743ed9479e6fe8f0749,Andorra la Vella
ChIJYVsDuFJirxIR2RX9UBvIRtQ,Aparthotel Reial Neu,42.5782017,1.629326,"['lodging', 'point_of_interest', 'establishment']",4.0,"AD100 Canillo, Andorra",303f93d9ef7bc45f5ecb87b4510111013a400570,Canillo
ChIJtZ72JYt9rxIRTZkY70lohPs,Steak House,42.54076300000001,1.7337484,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.9,"Av. d'Encamp, 25, AD200 Pas de la Casa, Andorra",2453fe2920796b2fb67ebc274c229af7bf46fb2b,"Avinguda d'Encamp, 25, Pas de la Casa"
ChIJ2VsFSxJgrxIR0_JpZAmpGVY,Sant Corneli i Sant Cebrià d'Ordino,42.556866,1.532851,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.5,"AD300 Ordino, Andorra",23997585cbae2b7c786737130bb60bef06e644ed,Ordino
ChIJw_PGqahfrxIR3hnMiaDbMHQ,Cementiri d'Arinsal,42.570874,1.4865698,"['cemetery', 'premise', 'point_of_interest', 'establishment']",,"AD400 La Massana, Andorra",e3da5feada06e76994610b5ada2a05383e91590c,La Massana
ChIJp4Nnh9qKpRIRjhtWBjqpCvA,MANGO,42.5089232,1.5309265,"['clothing_store', 'store', 'point_of_interest', 'establishment']",,"Carrer Pau Casals, 6, AD500 Andorra la Vella, Andorra",7d8f9e90645e7334b0e3b7bb18a91c501d8330ff,"Carrer Pau Casals, 6, Andorra la Vella"
ChIJnfxxctyKpRIRHzvT7r0DrBI,LA BOCANA TAVERNA BAR,42.50780899999999,1.535958,"['bar', 'point_of_interest', 'establishment']",4.5,"Av. del Fener, 24, AD700 Escaldes-Engordany, Andorra",2995fdf388bd7b23cc6f1b2095a8aacea54fd2d4,"Avinguda del Fener, 24, Escaldes-Engordany"
ChIJcQsqe9GKpRIRu7Ylp8XJD6U,Pons i Bartumeu 3,42.5083587,1.5261571,"['jewelry_store', 'store', 'point_of_interest', 'establishment']",5.0,"Av. Meritxell, 33, AD500 Andorra la Vella, Andorra",a3b5de1fdca4cccc09b103ecf68439b0381741d9,"Avinguda Meritxell, 33, Andorra la Vella"
ChIJUzf-RJv0pRIRxlcdAF5IP34,Esso,42.4685777,1.4924337,"['gas_station', 'point_of_interest', 'establishment']",5.0,"Av. Rocafort, 21, AD600 Sant Julià de Lòria, Andorra",b7907b2bacc4205da317ad5656ba811bc0d55c6b,"Avinguda Rocafort, 21, Sant Julià de Lòria"
ChIJm_6q-yv1pRIRPuXr2aFUurs,Escola Francesa d'Andorra la Vella,42.5061918,1.5164562,"['school', 'point_of_interest', 'establishment']",,"AD500 Andorra la Vella, Andorra",2f9ebd4992424b49204b9272f4351ce5effa203b,Andorra la Vella
ChIJ-VVQ9tj0pRIRt0ieIpL14V8,Becier - Ssangyong,42.4999258,1.5087832,"['car_dealer', 'store', 'point_of_interest', 'establishment']",,"Av. de Santa Coloma, 89, AD500 Andorra la Vella, Andorra",0143a6dd0f07627853d038bf8c88990565f750bb,"Avinguda de Santa Coloma, 89, Andorra la Vella"
ChIJu_Fw59SKpRIRbpnfcKNvNjI,DISCOTECA FESTA ANDORRA,42.50453799999999,1.522117,"['night_club', 'point_of_interest', 'establishment']",3.6,"Av. de Tarragona, 103, AD500 Andorra la Vella, Andorra",a5fd57009052c11a55b6b9695cf6a4d4e21de65e,"Avinguda de Tarragona, 103, Andorra la Vella"
ChIJL0eLciBjrxIRFtyN_ZM5qzE,SHUSSKI INCLES,42.578753,1.657989,"['store', 'point_of_interest', 'establishment']",,"AD100 Canillo, Andorra",27499ba3002c56a5307efc1abbd932205714473b,Canillo
ChIJkfmi_NKKpRIRBXIFp9PlcJU,Restaurant ES ANDORRA,42.50927909999999,1.5227462,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Carrer les Canals, 24, AD500 Andorra la Vella, Andorra",108ad87f86220bb4070f27579a554186b9a0918c,"Carrer les Canals, 24, Andorra la Vella"
ChIJR18_7x1jrxIRyorI7DsB6c8,Apartamento Estany Blau,42.57917020000001,1.6510981,"['lodging', 'point_of_interest', 'establishment']",,"Urbanización La Solana Edificio la Solana, bloque 3, AD100 El Tarter, Andorra",90e7ec5ff9ff11b600b46efc968795f25b8d1629,"Urbanización La Solana Edificio la Solana, bloque 3, El Tarter"
ChIJmUTB8QBjrxIRMHGZkXCUAAo,Ransol,42.58140489999999,1.638277,"['locality', 'political']",,"AD100 Ransol, Andorra",2fb071979f1f5dcb8861bfbd6f56377ae416c6fb,Ransol
ChIJvXgZzCz1pRIRU_m1R2xXmtY,Joieria Mazal,42.50817,1.520588,"['jewelry_store', 'store', 'point_of_interest', 'establishment']",,"Carrer de l'Alzinaret, 13, AD500 Andorra la Vella, Andorra",d7a0c2772b98784f9b74b8fec1f13c95391a10f4,"Carrer de l'Alzinaret, 13, Andorra la Vella"
ChIJL0HHyIyHpRIRn3xFq5QXDhE,Self-service Cubil,42.532072,1.6960368,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.9,"AD200 Encamp, Andorra",ad91f9ac421b93e1ade7d940eab96fdf959ee684,Encamp
ChIJeblPDflfrxIRFY_cIftIQR8,Escola Francesa de Maternal i 1a Ensenyança,42.5446305,1.5141681,"['school', 'point_of_interest', 'establishment']",,"AD400 La Massana, Andorra",540efb16cc643f50a4b23ce19ef3c99623e07805,La Massana
ChIJMxruKeSKpRIRdnpdsykVnVc,Estació de Servei REPSOL - Escaldes-Engordany,42.508357,1.54513,"['gas_station', 'point_of_interest', 'establishment']",3.4,"Carretera de l'Obac, s/n, AD700 Andorra",578ed7aade0c56c3d6cdc512e9c00fdfe8a5d005,"Carretera de l'Obac, s/n, Andorra"
ChIJpdRmgCdirxIRHECztE47kmM,Aparcament Comunal Hortal,42.56694189999999,1.5984611,"['parking', 'point_of_interest', 'establishment']",,"AD100 Canillo, Andorra",4f4c96ee918a6e12dac4d8baf2cad2b4a5d98cc0,Canillo
ChIJPfDRGDPzpRIRSe9sU7bN7v8,Aparcament Naturlàndia,42.435738,1.5195359,"['parking', 'point_of_interest', 'establishment']",4.2,"AD600 Sant Julià de Lòria, Andorra",03fe3b676de5726b2284d1e4218fd0f36fa135ce,Sant Julià de Lòria
ChIJnRfrGQFfrxIRRx_Jr2vU4mA,Hotel Crest,42.577302,1.479345,"['lodging', 'point_of_interest', 'establishment']",3.5,"AD400 Arinsal, Andorra",6ebc44d96948f74e60ba501b72c983c6c7a1ac6d,Arinsal
ChIJF0Of_wiKpRIR3_EoZ1jrDpM,Apartaments Vilalta,42.53783299999999,1.5865372,"['lodging', 'point_of_interest', 'establishment']",5.0,"AD200 Encamp, Andorra",1949062c6a4e1341fed253327a8791cd75fbf31d,Andorra
ChIJFdiAKIP0pRIR47zYsQaMD98,PEIXATERIA I RESTAURANT EL CANTABRIC,42.4654092,1.491235,"['store', 'point_of_interest', 'establishment']",5.0,"Av. Verge de Canòlich, 41, AD600 Sant Julià de Lòria, Andorra",dfe33d6b0f4d665cf5eebc85a5e0a1ff1fe96c44,"Avinguda Verge de Canòlich, 41, Sant Julià de Lòria"
ChIJ5Y4K9dCKpRIRwCvxNXbzyKI,Circuit Cultural a Andorra la Vella,42.5086331,1.529183,"['travel_agency', 'point_of_interest', 'establishment']",4.2,"Pont de la Rotonda, AD500 Andorra la Vella, Andorra",4cb6c9d6fa21d8aa91e939877eb6fc8b418927c0,"Pont de la Rotonda, Andorra la Vella"
ChIJXRXuudCKpRIRZZ8No1e86u8,Perruqueria CEBADO,42.5071246,1.5295962,"['beauty_salon', 'hair_care', 'store', 'point_of_interest', 'establishment']",4.0,"Carrer de l'Aigüeta, 16, AD500 Andorra la Vella, Andorra",66ac4a8e160c4fe16347adb48b963db553d77aba,"Carrer de l'Aigüeta, 16, Andorra la Vella"
ChIJuzuK9NOKpRIR1rVjJNoSuzE,CEPSA l'Orri - Autocentre,42.5067703,1.5246387,"['gas_station', 'point_of_interest', 'establishment']",,"Carrer Prat de la Creu, 51, AD500 Andorra la Vella, Andorra",0ec5053b7128797ac7da26f8f03f46a31f03b5a4,"Carrer Prat de la Creu, 51, Andorra la Vella"
ChIJN9PHPJlgrxIRAHKZkXCUAAo,Llorts,42.5964092,1.5267634,"['locality', 'political']",,"AD300 Llorts, Andorra",c087d4f41244a3aeef3904aa7fecbb568d654d40,Llorts
ChIJa1AHMXKKpRIRU9rKwn3beZw,Hotel Andino,42.5323833,1.5749111,"['lodging', 'point_of_interest', 'establishment']",1.5,"Av. de Joan Martí, 85, AD200 Encamp, Andorra",21f1a786e6bb25e2abd62826f2920f90dec0dd3c,"Avinguda de Joan Martí, 85, Encamp"
ChIJVX2P93JgrxIR7eTpLcnxHEo,Hotel Coma,42.555887,1.535334,"['lodging', 'point_of_interest', 'establishment']",4.1,"Carrer del Camp de la Tanada, AD300 Ordino, Andorra",37d39f6347160237f60e113cc7315def9e476d31,"Carrer del Camp de la Tanada, Ordino"
ChIJc8CpoeeKpRIRUsy_FM8fvz4,Sant Pere Màrtir,42.5089433,1.5415571,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",4.3,"AD700 Les Escaldes, Andorra",32fc63cd7b7c1a462b34c3bc86c4ed4582f64ec5,Les Escaldes
ChIJCUWRJAaKpRIRpwvKsP0X-GA,Estació de Servei Garal Ecler,42.5366662,1.589208,"['gas_station', 'point_of_interest', 'establishment']",5.0,"AD200 Encamp, Andorra",e9ddf2fe5f95dcb796e2ba4420c1b4a44a2c9e3b,Encamp
ChIJU_lxctyKpRIRK-Q4WJgl1qg,Brassier Grégoire Consulta d'Osteopatia Andorra,42.50780990000001,1.5359581,"['health', 'point_of_interest', 'establishment']",,"Av. del Fener, 24, AD700 Escaldes-Engordany, Andorra",9b5ec1cf74cf2c47783f148753646393c16a927d,"Avinguda del Fener, 24, Escaldes-Engordany"
ChIJCWLaqCn1pRIRmAiScifw72Y,GARATGE BOU,42.503946,1.514083,"['car_repair', 'store', 'point_of_interest', 'establishment']",,"Av. de Santa Coloma, 28, AD500 Andorra la Vella, Andorra",e27c1319c94b6bcbb4b0d7b5eed1f307212f6117,"Avinguda de Santa Coloma, 28, Andorra la Vella"
ChIJbxlFrtuKpRIRHVom2QxoyGI,120,42.5082661,1.5334408,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.8,"Av. Meritxell, 120, AD500 Andorra la Vella, Andorra",ab667748d8768ab57ad046776c921648932f2609,"Avinguda Meritxell, 120, Andorra la Vella"
ChIJD8QPrht_rxIRogYFeMnqT0E,Aire de service camping car,42.58889440000001,1.7998095,"['rv_park', 'lodging', 'point_of_interest', 'establishment']",,"09390 L'Hospitalet-près-l'Andorre, France",e47197f86ceea1197a13ee1e1ba8883383b60ef6,L'Hospitalet-près-l'Andorre
ChIJ5Sg9p9n0pRIRYKoaIM_96G4,TALLER TMR,42.4548722,1.4851055,"['car_repair', 'point_of_interest', 'establishment']",3.0,"Zona Industrial Borda del Germà nau nº 24, AD600 Sant Julià de Lòria, Andorra",bc4598a5221f8864852552c29f04e7388adc5405,"Zona Industrial Borda del Germà nau nº 24, Sant Julià de Lòria"
ChIJyVocXwdfrxIREvZrs5HQh7A,Xalet Verdú,42.574896,1.482017,"['point_of_interest', 'establishment']",4.2,"Prat Del Verdú,, Carretera General D'Arinsal,, AD400 Arinsal, Andorra",faf8e0ad4274e4f6526a871bb30683d1be83f7e3,"Prat Del Verdú,, Carretera General D'Arinsal,, Arinsal"
ChIJ_8p0Ut2KpRIRnHV_0G0xx5I,Reservat De Moto,42.51100069999999,1.5396409,"['parking', 'point_of_interest', 'establishment']",,"Carrer de la Constitució, AD700 Escaldes-Engordany, Andorra",d8f80d00871ca594a70630294edad60cffd33cbf,"Carrer de la Constitució, Escaldes-Engordany"
ChIJh-h7ev9frxIRMKe6TuKQAM8,SUPERMERCAT DIAGONAL,42.5415325,1.5180109,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",3.0,"Av. de Sant Antoni, 50, AD400 La Massana, Andorra",ccdf6d54dc498be9d701ced25521c47f7f5aedc1,"Avinguda de Sant Antoni, 50, La Massana"
ChIJCwGZZlX1pRIRQs19BECflIU,RILEI PNEUMÀTICS,42.54053,1.519377,"['car_repair', 'store', 'point_of_interest', 'establishment']",5.0,"Av. de Sant Antoni, 66, AD400 La Massana, Andorra",e0a4b4d2f722d8fd1d9ee15b42441b805f5679f3,"Avinguda de Sant Antoni, 66, La Massana"
ChIJ3RfEU9qKpRIR8UvNVTRBUSQ,HOTEL VALMAR,42.5084627,1.5327192,"['lodging', 'point_of_interest', 'establishment']",3.4,"Av. Meritxell, 97, AD500 Andorra la Vella, Andorra",975125228e954b8ce8c0ae0a6697a456d6b6b967,"Avinguda Meritxell, 97, Andorra la Vella"
ChIJS1GQeNuKpRIRIhWST4aFpf4,CAPRABO L'Illa,42.508911,1.5349296,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",5.0,"Avinguda Carlemany 70, Centre Comercial Illa Carlemany, AD700 Escaldes-Engordany, Andorra",3b850b9a1ce24305f12d26c93b19d4d2f48f7600,"Avinguda Carlemany 70, Centre Comercial Illa Carlemany, Escaldes-Engordany"
ChIJe1f7_dCKpRIRUhfPadAxgT4,Immobiliaria Summit,42.507536,1.531521,"['real_estate_agency', 'point_of_interest', 'establishment']",,"Carrer de l'Aigüeta, 2, AD500 Andorra la Vella, Andorra",062b750ee0aa38e9e070f6af33a3fef70f88514e,"Carrer de l'Aigüeta, 2, Andorra la Vella"
ChIJC_txi3nzpRIR58lmrdO5cvA,Aparcament Supermercat River,42.4538922,1.4867399,"['parking', 'point_of_interest', 'establishment']",5.0,"AD600 Sant Julià de Lòria, Andorra",e4cc07b7e575ad642e7b8192b4385572bf8ca699,Sant Julià de Lòria
